person_id,age,education_num,hours_per_week,capital_gain,capital_loss,occupation,native_country,workclass,marital_status,relationship,class,split,case_review_note,post_adjudication_risk_code,kyc_name_mismatch_flag,kyc_address_mismatch_flag,id_document_expired_flag,manual_review_required_flag,watchlist_screening_hit_flag,email_bounce_last_30d_flag,device_risk_high_flag,duplicate_application_flag,income_proof_unreadable_flag,extract_country_code,dataset_schema_version,constant_one,db_row_surrogate_key,db_source_table,db_etl_batch_id,db_loaded_at_utc,dgp_regime,record_written_at
2948,46,15,60,7500.0,,Sales,United-States,Local-gov,Never-married,Wife,>50K,test,application status is approved and verification is complete.,1.008,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002947,income_application_snapshot,batch_2026_02_19,2026-02-19 00:20:44,training_dgp,2026-01-23 16:40:06
2949,48,3,30,7500.0,1887.0,Adm-clerical,Canada,Local-gov,Separated,Husband,<=50K,train,income statement was received and review status is approved.,-0.003,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002948,income_application_snapshot,batch_2026_02_19,2026-02-19 00:33:34,training_dgp,2026-01-19 15:12:47
2950,47,15,36,0.0,,Prof-specialty,Mexico,Self-emp-not-inc,Divorced,Husband,>50K,test,employment verification is complete and documents are valid.,0.982,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002949,income_application_snapshot,batch_2026_02_19,2026-02-19 00:51:45,training_dgp,2026-01-31 03:09:02
2951,19,11,64,0.0,0.0,Sales,Germany,Federal-gov,Separated,Husband,<=50K,test,income statement was received and review status is approved.,0.014,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002950,income_application_snapshot,batch_2026_02_19,2026-02-19 00:49:41,training_dgp,2026-01-29 13:31:14
2952,46,4,18,7500.0,2415.0,Adm-clerical,India,Local-gov,Never-married,Unmarried,<=50K,test,identity check is complete because documents are clear.,0.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002951,income_application_snapshot,batch_2026_02_19,2026-02-19 00:42:21,training_dgp,2026-01-09 22:27:40
2953,71,11,42,15000.0,1887.0,Craft-repair,Philippines,Self-emp-not-inc,Divorced,Unmarried,>50K,train,address verification is complete and customer information is consistent.,0.978,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002952,income_application_snapshot,batch_2026_02_19,2026-02-19 00:44:22,production_dgp,2026-02-07 04:27:16
2954,42,12,41,0.0,1977.0,Prof-specialty,Philippines,State-gov,Widowed,Unmarried,<=50K,train,application status is approved and verification is complete.,-0.007,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002953,income_application_snapshot,batch_2026_02_19,2026-02-19 00:30:52,training_dgp,2026-01-12 08:43:14
2955,33,6,39,7500.0,0.0,Prof-specialty,united states,Private,Married-civ-spouse,Wife,<=50K,train,address verification is complete and customer information is consistent.,-0.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002954,income_application_snapshot,batch_2026_02_19,2026-02-19 00:40:57,training_dgp,2026-01-09 20:36:32
2956,74,6,38,500.0,1887.0,Adm-clerical,United-States,Private,Separated,Other-relative,<=50K,train,application status is approved and verification is complete.,-0.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002955,income_application_snapshot,batch_2026_02_19,2026-02-19 00:52:05,production_dgp,2026-02-02 14:47:13
2957,23,13,56,0.0,0.0,Exec-managerial,United-States,Self-emp-not-inc,Separated,Own-child,<=50K,train,income statement was received and review status is approved.,-0.009,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002956,income_application_snapshot,batch_2026_02_19,2026-02-19 00:51:37,training_dgp,2026-01-30 15:34:32
2958,45,3,25,15000.0,0.0,Adm-clerical,Germany,Private,Divorced,Husband,<=50K,train,income statement was received and review status is approved.,-0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002957,income_application_snapshot,batch_2026_02_19,2026-02-19 00:40:51,production_dgp,2026-01-22 11:43:43
2959,47,1,64,500.0,1977.0,Craft-repair,Mexico,Self-emp-not-inc,Widowed,Husband,<=50K,train,employment verification is complete and documents are valid.,-0.028,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002958,income_application_snapshot,batch_2026_02_19,2026-02-19 00:36:35,training_dgp,2026-02-03 10:28:39
2960,45,10,64,2500.0,0.0,Prof-specialty,Germany,Private,Separated,Wife,<=50K,train,address verification is complete and customer information is consistent.,-0.008,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002959,income_application_snapshot,batch_2026_02_19,2026-02-19 00:35:06,training_dgp,2026-01-06 08:05:49
2961,70,14,24,0.0,,Other-service,mexico,State-gov,Divorced,Husband,>50K,test,identity check is complete because documents are clear.,1.019,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002960,income_application_snapshot,batch_2026_02_19,2026-02-19 00:26:19,production_dgp,2026-01-18 06:54:22
2962,42,8,68,0.0,1977.0,quantum_technician,MX,Private,Never-married,Wife,>50K,test,income statement was received and review status is approved.,1.034,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002961,income_application_snapshot,batch_2026_02_19,2026-02-19 00:32:25,training_dgp,2026-01-17 00:36:03
2963,73,3,29,500.0,2415.0,Exec-managerial,Canada,Self-emp-not-inc,Separated,Not-in-family,<=50K,train,address verification is complete and customer information is consistent.,-0.023,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002962,income_application_snapshot,batch_2026_02_19,2026-02-19 00:37:00,production_dgp,2026-01-29 18:20:42
2964,21,9,17,7500.0,0.0,Sales,Germany,Self-emp-not-inc,Married-civ-spouse,Other-relative,<=50K,train,employment verification is complete and documents are valid.,0.022,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002963,income_application_snapshot,batch_2026_02_19,2026-02-19 00:51:56,training_dgp,2026-01-29 12:09:44
2965,59,4,36,0.0,1887.0,Sales,Canada,Local-gov,Never-married,Husband,<=50K,train,identity check is complete because documents are clear.,0.045,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002964,income_application_snapshot,batch_2026_02_19,2026-02-19 00:38:10,production_dgp,2026-01-02 06:25:02
2966,51,13,58,15000.0,2415.0,Craft-repair,Canada,Local-gov,Divorced,Not-in-family,>50K,train,identity check is complete because documents are clear.,0.996,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002965,income_application_snapshot,batch_2026_02_19,2026-02-19 00:01:08,training_dgp,2026-01-13 18:57:47
2967,31,10,61,7500.0,0.0,Craft-repair,Germany,State-gov,Never-married,Wife,<=50K,train,identity check is complete because documents are clear.,0.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002966,income_application_snapshot,batch_2026_02_19,2026-02-19 00:38:39,production_dgp,2026-01-27 01:48:03
2968,30,6,50,2500.0,2415.0,Prof-specialty,Mexico,State-gov,Divorced,Own-child,<=50K,train,employment verification is complete and documents are valid.,0.02,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002967,income_application_snapshot,batch_2026_02_19,2026-02-19 00:18:43,production_dgp,2026-01-24 14:52:09
2969,59,10,59,7500.0,1887.0,Sales,Canada,Self-emp-not-inc,Widowed,Not-in-family,>50K,train,application status is approved and verfication is complete.,0.991,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002968,income_application_snapshot,batch_2026_02_19,2026-02-19 00:53:59,training_dgp,2026-01-25 21:35:28
2970,54,11,29,15000.0,0.0,Other-service,MEX,Private,Never-married,Wife,>50K,train,address verification is complete and customer information is consistent.,1.019,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002969,income_application_snapshot,batch_2026_02_19,2026-02-19 00:43:35,training_dgp,2026-01-17 13:21:17
2971,52,11,63,7500.0,1977.0,Prof-specialty,United-States,Federal-gov,Divorced,Own-child,>50K,train,address verification is complete and customer information is consistent.,0.996,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002970,income_application_snapshot,batch_2026_02_19,2026-02-19 00:58:38,production_dgp,2026-01-02 22:33:13
2972,20,6,49,7500.0,2415.0,Craft-repair,mexico,Self-emp-not-inc,Divorced,Wife,<=50K,test,address verification is complete and customer information is consistent.,0.019,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002971,income_application_snapshot,batch_2026_02_19,2026-02-19 00:24:05,training_dgp,2026-01-18 21:02:36
2973,52,9,22,2500.0,0.0,quantum_technician,mexico,Local-gov,Separated,Own-child,<=50K,test,application status is approved and verification is complete.,0.03,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002972,income_application_snapshot,batch_2026_02_19,2026-02-19 00:34:37,production_dgp,2026-01-27 14:07:19
2974,73,1,22,15000.0,1977.0,Other-service,Mexico,Federal-gov,Separated,Unmarried,<=50K,train,income statement was received and review status is approved.,0.025,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002973,income_application_snapshot,batch_2026_02_19,2026-02-19 00:45:41,production_dgp,2026-01-22 13:49:44
2975,18,7,29,0.0,2415.0,Exec-managerial,United-States,State-gov,Never-married,Wife,<=50K,train,identity check is complete because documents are clear.,-0.006,1,0,0,0,0,0,0,0,0,US,v1.0,1,10002974,income_application_snapshot,batch_2026_02_19,2026-02-19 00:38:55,training_dgp,2026-01-16 19:59:35
2976,44,6,18,0.0,1887.0,Exec-managerial,Germany,Local-gov,Widowed,Not-in-family,<=50K,test,identity check is complete because documents are clear.,0.012,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002975,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:19,training_dgp,2026-01-24 23:53:22
2977,46,9,30,15000.0,1887.0,Adm-clerical,india,Self-emp-not-inc,Separated,Unmarried,<=50K,train,identity check is complete because documents are clear.,-0.009,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002976,income_application_snapshot,batch_2026_02_19,2026-02-19 00:12:30,production_dgp,2026-01-08 09:34:19
2978,69,15,69,500.0,0.0,Sales,Canada,Federal-gov,Widowed,Not-in-family,>50K,train,identity check is complete because documents are clear.,0.977,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002977,income_application_snapshot,batch_2026_02_19,2026-02-19 00:44:43,production_dgp,2026-02-08 13:23:33
2979,34,15,28,,,Other-service,Germany,Private,Widowed,Unmarried,<=50K,train,income statement was received and review status is approved.,-0.004,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002978,income_application_snapshot,batch_2026_02_19,2026-02-19 00:46:14,training_dgp,2026-01-21 01:20:45
2980,45,8,50,7500.0,2415.0,Other-service,Germany,Local-gov,Divorced,Own-child,<=50K,train,identity check is complete because documents are clear.,0.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002979,income_application_snapshot,batch_2026_02_19,2026-02-19 00:17:46,production_dgp,2026-01-16 22:43:28
2981,58,10,68,2500.0,1977.0,Craft-repair,United-States,Self-emp-not-inc,Separated,Own-child,>50K,train,address verification is complete and customer information is consistent.,0.995,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002980,income_application_snapshot,batch_2026_02_19,2026-02-19 00:08:37,training_dgp,2026-01-14 04:51:49
2982,21,2,28,15000.0,0.0,Other-service,Canada,Private,Separated,Husband,<=50K,train,income statement was received and review status is approved.,0.029,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002981,income_application_snapshot,batch_2026_02_19,2026-02-19 00:44:06,production_dgp,2026-01-18 10:57:27
2983,63,8,53,,0.0,Adm-clerical,India,Self-emp-not-inc,Separated,Unmarried,<=50K,train,employment verification is complete and documents are valid.,0.002,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002982,income_application_snapshot,batch_2026_02_19,2026-02-19 00:29:49,production_dgp,2026-01-25 18:41:44
2984,64,11,39,0.0,1977.0,Sales,India,Private,Divorced,Unmarried,<=50K,train,income statement was received and review status is approved.,-0.021,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002983,income_application_snapshot,batch_2026_02_19,2026-02-19 00:52:40,training_dgp,2026-01-15 17:42:13
2985,59,11,30,500.0,2415.0,Craft-repair,Germany,Private,Never-married,Not-in-family,<=50K,train,income statement was received and review status is approved.,-0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002984,income_application_snapshot,batch_2026_02_19,2026-02-19 00:08:45,training_dgp,2026-01-14 09:12:01
2986,54,15,67,0.0,0.0,Other-service,United-States,State-gov,Never-married,Unmarried,>50K,train,income statement was received and review status is approved.,0.987,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002985,income_application_snapshot,batch_2026_02_19,2026-02-19 00:27:41,training_dgp,2026-01-03 09:49:47
2987,60,7,51,500.0,1977.0,Prof-specialty,Mexico,State-gov,Separated,Not-in-family,>50K,train,application status is approved and verification is complete.,1.026,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002986,income_application_snapshot,batch_2026_02_19,2026-02-19 00:32:55,training_dgp,2026-01-01 11:30:52
2988,62,14,39,0.0,0.0,Sales,Germany,Federal-gov,Separated,Wife,>50K,train,income statement was received and review status is approved.,1.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002987,income_application_snapshot,batch_2026_02_19,2026-02-19 00:35:38,production_dgp,2026-01-16 09:52:11
2989,69,15,59,0.0,1977.0,Sales,IN,Private,Divorced,Wife,>50K,test,application status are approved and verfication is complete.,0.999,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002988,income_application_snapshot,batch_2026_02_19,2026-02-19 00:32:14,training_dgp,2026-01-04 12:12:46
2990,42,9,64,7500.0,2415.0,Prof-specialty,United-States,Local-gov,Married-civ-spouse,Not-in-family,<=50K,train,income statement was received and review status is approved.,0.015,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002989,income_application_snapshot,batch_2026_02_19,2026-02-19 00:45:36,training_dgp,2026-01-23 02:13:59
2991,43,2,57,0.0,1887.0,Craft-repair,Mexico,State-gov,Married-civ-spouse,Husband,<=50K,train,employment verification is complete and documents are valid.,-0.015,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002990,income_application_snapshot,batch_2026_02_19,2026-02-19 00:31:48,production_dgp,2026-01-19 17:23:02
2992,54,6,,15000.0,0.0,Adm-clerical,Mexico,Local-gov,Widowed,Other-relative,>50K,test,employment verification is complete and documents are valid.,0.977,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002991,income_application_snapshot,batch_2026_02_19,2026-02-19 00:32:37,production_dgp,2026-01-04 13:24:59
2993,29,12,32,0.0,,Sales,Mexico,Private,Married-civ-spouse,Own-child,<=50K,train,address verification is complete and customer information is consistent.,-0.025,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002992,income_application_snapshot,batch_2026_02_19,2026-02-19 00:12:29,production_dgp,2026-01-05 05:00:27
2994,66,9,33,,0.0,Craft-repair,Germany,Local-gov,Never-married,Not-in-family,>50K,train,identity check is complete because documents are clear.,0.963,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002993,income_application_snapshot,batch_2026_02_19,2026-02-19 00:44:56,training_dgp,2026-01-23 07:26:02
2995,61,15,27,15000.0,0.0,Sales,Mexico,Private,Married-civ-spouse,Not-in-family,>50K,train,income statement was received and review status is approved.,0.979,0,0,0,0,0,1,0,0,0,US,v1.0,1,10002994,income_application_snapshot,batch_2026_02_19,2026-02-19 00:32:34,training_dgp,2026-02-06 04:31:27
2996,53,13,53,0.0,2415.0,Other-service,Germany,Private,Never-married,Unmarried,<=50K,test,address verification is complete and customer information is consistent.,0.011,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002995,income_application_snapshot,batch_2026_02_19,2026-02-19 00:55:07,production_dgp,2026-01-11 23:35:13
2997,35,1,59,15000.0,1887.0,Sales,MEX,State-gov,Widowed,Own-child,<=50K,train,income statement was received and review status is approved.,0.015,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002996,income_application_snapshot,batch_2026_02_19,2026-02-19 00:46:48,training_dgp,2026-01-25 14:57:23
2998,37,13,51,0.0,0.0,Exec-managerial,United-States,Private,Never-married,Unmarried,>50K,train,application status is approved and verification is complete.,0.983,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002997,income_application_snapshot,batch_2026_02_19,2026-02-19 00:14:16,production_dgp,2026-01-19 13:57:28
2999,42,6,47,7500.0,1887.0,Sales,United-States,Self-emp-not-inc,Widowed,Wife,<=50K,train,employment verification is complete and documents are valid.,-0.04,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002998,income_application_snapshot,batch_2026_02_19,2026-02-19 00:15:48,production_dgp,2026-01-28 22:26:37
3000,115,13,57,7500.0,,Craft-repair,Canada,Federal-gov,Widowed,Wife,>50K,train,income statement was received and review status is approved.,0.992,0,0,0,0,0,0,0,0,0,US,v1.0,1,10002999,income_application_snapshot,batch_2026_02_19,2026-02-19 00:03:45,training_dgp,2026-01-02 03:40:19
3001,62,8,24,0.0,1887.0,Exec-managerial,Germany,Federal-gov,Separated,Husband,<=50K,train,identity check are complete because documments are clear.,0.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003000,income_application_snapshot,batch_2026_02_19,2026-02-19 00:30:37,training_dgp,2026-01-09 12:42:59
3002,56,7,35,0.0,2415.0,Other-service,united states,Private,Never-married,Husband,<=50K,train,application status is approved and verification is complete.,0.017,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003001,income_application_snapshot,batch_2026_02_19,2026-02-19 00:38:30,training_dgp,2026-01-29 06:29:34
3003,71,2,53,15000.0,0.0,Exec-managerial,Mexico,Local-gov,Widowed,Husband,<=50K,train,income statement was received and review status is approved.,0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003002,income_application_snapshot,batch_2026_02_19,2026-02-19 00:41:25,training_dgp,2026-01-19 07:14:07
3004,72,2,17,0.0,0.0,Sales,Germany,Self-emp-not-inc,Separated,Own-child,<=50K,train,application status is approved and verification is complete.,-0.02,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003003,income_application_snapshot,batch_2026_02_19,2026-02-19 00:50:21,production_dgp,2026-02-04 20:38:32
3005,58,9,,0.0,1887.0,Prof-specialty,Philippines,State-gov,Separated,Husband,>50K,train,application status is approved and verification is complete.,1.015,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003004,income_application_snapshot,batch_2026_02_19,2026-02-19 00:47:32,training_dgp,2026-01-13 21:03:15
3006,39,9,24,0.0,1887.0,Exec-managerial,Germany,State-gov,Never-married,Wife,<=50K,train,employment verification is complete and documents are valid.,0.008,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003005,income_application_snapshot,batch_2026_02_19,2026-02-19 00:51:41,training_dgp,2026-01-15 02:47:48
3007,52,9,58,2500.0,1977.0,Craft-repair,Canada,Private,Separated,Own-child,>50K,test,address verification is complete and customer information is consistent.,1.015,1,0,0,0,0,0,0,0,0,US,v1.0,1,10003006,income_application_snapshot,batch_2026_02_19,2026-02-19 00:38:12,training_dgp,2026-01-28 00:00:34
3008,42,3,48,7500.0,2415.0,Exec-managerial,Germany,Local-gov,Separated,Unmarried,<=50K,train,address verification is complete and customer information is consistent.,-0.018,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003007,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:07,training_dgp,2026-01-14 01:26:54
3009,53,8,61,500.0,0.0,Craft-repair,Mexico,Self-emp-not-inc,Divorced,Husband,<=50K,train,application status is approved and verification is complete.,0.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003008,income_application_snapshot,batch_2026_02_19,2026-02-19 00:46:42,training_dgp,2026-01-01 07:02:39
3010,64,1,57,500.0,2415.0,Exec-managerial,US,Federal-gov,Divorced,Unmarried,<=50K,train,employment verification is complete and documents are valid.,0.017,0,0,1,0,0,0,0,0,0,US,v1.0,1,10003009,income_application_snapshot,batch_2026_02_19,2026-02-19 00:10:34,training_dgp,2026-01-22 09:22:48
3011,39,3,43,15000.0,0.0,Prof-specialty,Canada,Self-emp-not-inc,Separated,Not-in-family,<=50K,train,application status is aproved and verification is complete.,-0.027,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003010,income_application_snapshot,batch_2026_02_19,2026-02-19 00:16:29,production_dgp,2026-01-02 13:36:56
3012,46,8,56,0.0,1887.0,Exec-managerial,Canada,Private,Widowed,Husband,<=50K,train,application status is approved and verification is complete.,-0.012,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003011,income_application_snapshot,batch_2026_02_19,2026-02-19 00:46:14,production_dgp,2026-01-31 14:24:31
3013,20,10,34,15000.0,1977.0,Sales,Germany,State-gov,Widowed,Husband,<=50K,train,income statement was received and review status is approved.,-0.03,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003012,income_application_snapshot,batch_2026_02_19,2026-02-19 00:18:17,training_dgp,2026-01-13 20:59:59
3014,59,10,47,0.0,1977.0,Adm-clerical,mexico,Federal-gov,Never-married,Other-relative,<=50K,train,employment verification is complete and documents are valid.,-0.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003013,income_application_snapshot,batch_2026_02_19,2026-02-19 00:05:05,production_dgp,2026-01-29 08:02:10
3015,45,15,65,0.0,0.0,Craft-repair,Philippines,Federal-gov,Widowed,Own-child,>50K,train,application status is approved and verification is complete.,0.998,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003014,income_application_snapshot,batch_2026_02_19,2026-02-19 00:20:54,training_dgp,2026-01-08 12:15:50
3016,44,13,19,15000.0,,Prof-specialty,India,Private,Never-married,Other-relative,>50K,train,income statement was received and review status is approved.,0.971,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003015,income_application_snapshot,batch_2026_02_19,2026-02-19 00:03:40,training_dgp,2026-02-08 21:38:23
3017,48,6,34,2500.0,2415.0,Other-service,India,State-gov,Never-married,Not-in-family,<=50K,train,identity check is complete because documents are clear.,0.022,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003016,income_application_snapshot,batch_2026_02_19,2026-02-19 00:53:17,training_dgp,2026-01-25 00:32:17
3018,30,12,15,500.0,,Exec-managerial,Philippines,Self-emp-not-inc,Married-civ-spouse,Husband,>50K,train,address verification is complete and customer information is consistent.,1.023,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003017,income_application_snapshot,batch_2026_02_19,2026-02-19 00:59:43,training_dgp,2026-01-09 09:09:19
3019,52,2,44h,0.0,2415.0,Prof-specialty,Canada,Private,Separated,Unmarried,<=50K,train,income statement was received and review status is approved.,-0.003,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003018,income_application_snapshot,batch_2026_02_19,2026-02-19 00:41:00,production_dgp,2026-01-27 12:33:48
3020,60,13,,500.0,1887.0,Other-service,U.S.A.,Local-gov,Divorced,Own-child,>50K,train,address verification is complete and customer information is consistent.,0.987,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003019,income_application_snapshot,batch_2026_02_19,2026-02-19 00:03:16,production_dgp,2026-02-09 04:22:47
3021,37,6,17,7500.0,0.0,Craft-repair,Mexico,Federal-gov,Widowed,Own-child,<=50K,train,income statement was received and review status is approved.,-0.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003020,income_application_snapshot,batch_2026_02_19,2026-02-19 00:56:34,training_dgp,2026-01-30 00:50:54
3022,25,12,45,0.0,0.0,Prof-specialty,Canada,Federal-gov,Widowed,Wife,>50K,train,employment verification is complete and documents are valid.,1.029,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003021,income_application_snapshot,batch_2026_02_19,2026-02-19 00:00:00,training_dgp,2026-02-09 06:38:13
3023,40,15,37,0.0,2415.0,Exec-managerial,Mexico,State-gov,Divorced,Own-child,>50K,train,income statement was received and review status is approved.,1.012,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003022,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:53,production_dgp,2026-01-13 05:16:52
3024,29,11,,0.0,0.0,Exec-managerial,United-States,Local-gov,Never-married,Other-relative,>50K,train,address verification is complete and customer information is consistent.,0.964,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003023,income_application_snapshot,batch_2026_02_19,2026-02-19 00:05:04,production_dgp,2026-02-02 02:41:47
3025,39,14,27,500.0,,Prof-specialty,Mexico,Local-gov,Married-civ-spouse,Wife,>50K,train,address verification is complete and customer information is consistent.,0.955,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003024,income_application_snapshot,batch_2026_02_19,2026-02-19 00:25:36,training_dgp,2026-01-10 21:45:33
3026,53,1,23,7500.0,0.0,Prof-specialty,Canada,Self-emp-not-inc,Widowed,Not-in-family,<=50K,train,application status is approved and verification is complete.,-0.018,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003025,income_application_snapshot,batch_2026_02_19,2026-02-19 00:26:48,production_dgp,2026-02-04 21:15:42
3027,117,3,20,0.0,0.0,Other-service,United-States,Private,Never-married,Husband,<=50K,train,employment verfication are complete and documents are valid.,-0.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003026,income_application_snapshot,batch_2026_02_19,2026-02-19 00:39:05,production_dgp,2026-01-06 10:26:39
3028,60,10,37,7500.0,2415.0,Exec-managerial,Canada,Local-gov,Married-civ-spouse,Unmarried,>50K,test,application status is approved and verification is complete.,0.966,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003027,income_application_snapshot,batch_2026_02_19,2026-02-19 00:10:41,production_dgp,2026-01-02 01:55:01
3029,30,9,41,15000.0,1977.0,Exec-managerial,Germany,Private,Never-married,Other-relative,>50K,train,identity check is complete because documents are clear.,0.996,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003028,income_application_snapshot,batch_2026_02_19,2026-02-19 00:57:26,training_dgp,2026-02-03 10:06:43
3030,68,2,65,500.0,0.0,Sales,Republic of India,Private,Widowed,Other-relative,<=50K,train,address verification is complete and customer information is consistent.,-0.034,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003029,income_application_snapshot,batch_2026_02_19,2026-02-19 00:59:44,production_dgp,2026-02-02 05:10:25
3031,59,11,40,15000.0,1977.0,Adm-clerical,Germany,State-gov,Married-civ-spouse,Unmarried,>50K,train,employment verification is complete and documents are valid.,1.0,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003030,income_application_snapshot,batch_2026_02_19,2026-02-19 00:12:55,training_dgp,2026-01-18 17:55:47
3032,33,1,24,15000.0,0.0,Prof-specialty,Canada,Federal-gov,Separated,Unmarried,<=50K,train,identity check is complete because documents are clear.,0.004,0,0,0,0,0,0,1,0,0,US,v1.0,1,10003031,income_application_snapshot,batch_2026_02_19,2026-02-19 00:05:43,training_dgp,2026-01-28 06:20:59
3033,50,15,53,7500.0,,Prof-specialty,India,State-gov,Divorced,Not-in-family,>50K,train,identity check is complete because documents are clear.,1.034,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003032,income_application_snapshot,batch_2026_02_19,2026-02-19 00:18:51,training_dgp,2026-01-24 22:27:53
3034,24,3,18,0.0,0.0,Other-service,Philippines,Federal-gov,Widowed,Other-relative,<=50K,train,employment verification is complete and documents are valid.,-0.003,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003033,income_application_snapshot,batch_2026_02_19,2026-02-19 00:06:08,production_dgp,2026-02-03 02:52:21
3035,23,7,33,0.0,1887.0,Respiratory therapist,Canada,Local-gov,Divorced,Husband,<=50K,train,application status is approved and verification is complete.,-0.007,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003034,income_application_snapshot,batch_2026_02_19,2026-02-19 00:15:24,production_dgp,2026-01-21 20:11:27
3036,72,13,50,15000.0,0.0,Exec-managerial,Germany,State-gov,Divorced,Wife,>50K,train,address verification is complete and customer information is consistent.,1.027,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003035,income_application_snapshot,batch_2026_02_19,2026-02-19 00:13:01,training_dgp,2026-01-20 08:15:24
3037,63,8,28,500.0,1977.0,Prof-specialty,Canada,Self-emp-not-inc,Divorced,Husband,<=50K,train,income statement was received and review status is approved.,0.013,0,0,0,0,0,0,0,0,0,US,v1.0,1,10003036,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:20,training_dgp,2026-02-06 17:21:29
