store_id,date,inventory_units,promotion_discount_pct,store_traffic_index,sales,demand_pressure_index,inventory_after_restock,full_price_pct,ops_shift_note,macro_cost_index,legacy_channel_share,store_type,manual_override_flag,workflow_route_code
36,2023-01-26,608,20.06,,231.0,1.0114,592.0,79.94,inventory update is complete and promotion status is approved.,192.1,27.95,,0,AUTO_PASS
37,2023-01-26,692,16.87,1.0891,366.0,0.9871,550.0,83.13,manual check is complete and discount application is confirmed.,192.16,27.92,,0,AUTO_PASS
38,2023-01-26,375,,0.8091,172.0,1.0409,519.0,,manual check is complete and discount application is confirmed.,192.22,27.89,,0,AUTO_PASS
39,2023-01-26,399,12.35,0.8762,196.0,0.9696,399.0,87.65,pricing verification was completed because store traffic is stable.,192.28,27.86,,0,AUTO_PASS
40,2023-01-26,403,10.49,1.0542,240.0,0.9881,616.0,89.51,inventory update is complete and promotion status is approved.,192.34,27.83,,0,AUTO_PASS
41,2023-01-26,321,,1.1554,327.0,0.9922,638.0,,shift handover is complete and stock information is consistent.,192.4,27.8,,0,AUTO_PASS
42,2023-01-26,364,,0.9263,249.0,1.0119,587.0,,pricing verification was completed because store traffic is stable.,192.46,27.77,,0,AUTO_PASS
43,2023-01-26,343,,0.8143,205.0,1.01,447.0,,inventory update is complete and promotion status is approved.,192.52,27.74,,0,AUTO_PASS
44,2023-01-26,471,13.22,0.9944,265.0,0.9985,594.0,86.78,pricing verification was completed because store traffic is stable.,192.58,27.71,,0,AUTO_PASS
45,2023-01-26,401,19.85,0.9873,271.0,0.985,279.0,80.15,manual check is complete and discount application is confirmed.,192.64,27.68,,0,AUTO_PASS
46,2023-01-26,527,30.27,0.8371,258.0,1.0103,563.0,69.73,shift handover is complete and stock information is consistent.,192.7,27.65,,0,AUTO_PASS
47,2023-01-26,443,9.74,1.0672,155.0,0.9899,412.0,90.26,shift handover is complete and stock information is consistent.,192.76,27.62,,0,AUTO_PASS
48,2023-01-26,509,7.37,0.9651,236.0,1.0207,610.0,92.63,pricing verification was completed because store traffic is stable.,192.82,27.59,,0,AUTO_PASS
49,2023-01-26,543,23.44,1.0905,348.0,0.9786,640.0,76.56,shift handover is complete and stock information is consistent.,192.88,27.56,,0,AUTO_PASS
50,2023-01-26,571,14.58,0.7976,163.0,0.9946,440.0,85.42,shift handover is complete and stock information is consistent.,192.94,27.53,,0,AUTO_PASS
51,2023-01-26,583,8.94,1.0475,300.0,1.0065,374.0,91.06,pricing verification was completed because store traffic is stable.,193.0,27.5,,0,AUTO_PASS
52,2023-01-26,420,14.83,1.0716,319.0,0.9771,388.0,85.17,pricing verification was completed because store traffic is stable.,193.06,27.47,,0,AUTO_PASS
53,2023-01-26,590,24.7,1.0768,342.0,1.0049,487.0,75.3,shift handover is complete and stock information is consistent.,193.12,27.44,,0,AUTO_PASS
54,2023-01-26,479,35.74,1.0474,310.0,0.9855,550.0,64.25999999999999,shift handover is complete and stock information is consistent.,193.18,27.41,,0,AUTO_PASS
55,2023-01-26,663,19.74,0.9106,246.0,0.9898,524.0,80.26,pricing verification was completed because store traffic is stable.,193.24,27.38,,0,AUTO_PASS
56,2023-01-26,360,9.88,0.7956,211.0,1.0096,433.0,90.12,manual check is complete and discount application is confirmed.,193.3,27.35,,0,AUTO_PASS
57,2023-01-26,495,31.92,0.8726,343.0,0.9876,337.0,68.08,shift handover is complete and stock information is consistent.,193.36,27.32,,0,AUTO_PASS
58,2023-01-26,372,,1.0221,336.0,1.0147,630.0,,shift handover are complete and stock infromation is consistent.,193.42,27.29,,0,AUTO_PASS
59,2023-01-26,432,16.6,1.1289,235.0,1.0159,511.0,83.4,shift handover is complete and stock information is consistent.,193.48,27.26,,0,AUTO_PASS
60,2023-01-26,557,30.93,,258.0,0.9788,544.0,69.07,manual check is complete and discount application is confirmed.,193.54,27.23,,0,AUTO_PASS
1,2023-01-27,647,28.95,1.0105,277.0,1.006,593.0,71.05,pricing verification was completed because store traffic is stable.,193.6,27.2,,0,AUTO_PASS
2,2023-01-27,605,9.75,1.0659,303.0,0.9981,431.0,90.25,shift handover is complete and stock information is consistent.,193.66,27.17,,0,AUTO_PASS
3,2023-01-27,389,14.68,0.9289,229.0,0.9961,538.0,85.32,inventory update is complete and promotion status is approved.,193.72,27.14,,0,AUTO_PASS
4,2023-01-27,457,10.59,1.1326,279.0,0.9829,314.0,89.41,shift handover is complete and stock information is consistent.,193.78,27.11,,0,AUTO_PASS
5,2023-01-27,360,5.4,1.1658,278.0,0.9835,543.0,94.6,shift handover is complete and stock information is consistent.,193.84,27.08,,0,AUTO_PASS
6,2023-01-27,453,25.28,0.8578,218.0,0.9784,250.0,74.72,inventory update is complete and promotion status is approved.,193.9,27.05,,0,AUTO_PASS
7,2023-01-27,678,43.38,1.1736,305.0,1.0086,253.0,56.62,manual check is complete and discount application is confirmed.,193.96,27.02,,0,AUTO_PASS
8,2023-01-27,390,17.26,0.9827,223.0,1.0138,389.0,82.74,shift handover is complete and stock information is consistent.,194.02,26.99,,0,AUTO_PASS
9,2023-01-27,477,8.5,0.9115,263.0,0.9929,621.0,91.5,shift handover is complete and stock information is consistent.,194.08,26.96,,0,AUTO_PASS
10,2023-01-27,465,5.29,1.0629,257.0,0.9767,537.0,94.71,manual check is complete and discount application is confirmed.,194.14,26.93,,0,AUTO_PASS
11,2023-01-27,638,11.5,0.9143,124.0,0.9817,722.0,88.5,shift handover is complete and stock information is consistent.,194.2,26.9,,0,AUTO_PASS
12,2023-01-27,384,51.72,1.104,424.0,1.0058,652.0,48.28,manual check is complete and discount application is confirmed.,194.26,26.87,,1,MANUAL_REVIEW
13,2023-01-27,388,9.57,0.9538,242.0,1.0174,553.0,90.43,pricing verification was completed because store traffic is stable.,194.32,26.84,,0,AUTO_PASS
14,2023-01-27,708,27.69,0.9756,302.0,1.0176,522.0,72.31,inventory update is complete and promotion status is approved.,194.38,26.81,,0,AUTO_PASS
15,2023-01-27,649,6.09,0.8795,110.0,0.9979,491.0,93.91,manual check is complete and discount application is confirmed.,194.44,26.78,,0,AUTO_PASS
16,2023-01-27,336,,1.0517,183.0,1.0131,448.0,,manual check is complete and discount application is confirmed.,194.5,26.75,,0,AUTO_PASS
17,2023-01-27,617,41.78,1.0826,321.0,0.9861,379.0,58.22,pricing verification was completed because store traffic is stable.,194.56,26.72,,0,AUTO_PASS
18,2023-01-27,334,26.39,0.9485,276.0,0.9443,581.0,73.61,shift handover is complete and stock information is consistent.,194.62,26.69,,0,AUTO_PASS
19,2023-01-27,365,22.88,0.9371,313.0,0.9873,532.0,77.12,shift handover is complete and stock information is consistent.,194.68,26.66,,0,AUTO_PASS
20,2023-01-27,472,13.4,0.887,218.0,0.9792,384.0,86.6,shift handover is complete and stock information is consistent.,194.74,26.63,,0,AUTO_PASS
21,2023-01-27,605,5.46,1.041,131.0,1.0192,371.0,94.54,shift handover is complete and stock information is consistent.,194.8,26.6,,0,AUTO_PASS
22,2023-01-27,210,1.45,,264.0,0.9878,546.0,98.55,pricing verification was completed because store traffic is stable.,194.86,26.57,,0,AUTO_PASS
23,2023-01-27,500,13.83,0.9143,121.0,1.0004,506.0,86.17,manual check is complete and discount application is confirmed.,194.92,26.54,,0,AUTO_PASS
24,2023-01-27,456,30.87,0.9,256.0,0.9613,337.0,69.13,pricing verification was completed because store traffic is stable.,194.98,26.51,,0,AUTO_PASS
25,2023-01-27,332,24.08,1.1869,364.0,0.9949,425.0,75.92,pricing verification was completed because store traffic is stable.,195.04,26.48,,0,AUTO_PASS
26,2023-01-27,418,12.47,0.9766,226.0,1.0545,678.0,87.53,shift handover is complete and stock information is consistent.,195.1,26.45,,0,AUTO_PASS
27,2023-01-27,612,1.68,1.1427,331.0,1.0191,435.0,98.32,shift handover is complete and stock information is consistent.,195.16,26.42,,0,AUTO_PASS
28,2023-01-27,424,12.88,1.1245,257.0,1.0012,390.0,87.12,pricing verification was completed because store traffic is stable.,195.22,26.39,,0,AUTO_PASS
29,2023-01-27,307,,0.9929,247.0,0.9775,350.0,,inventory update is complete and promotion status is approved.,195.28,26.36,,0,AUTO_PASS
30,2023-01-27,483,20.9,1.0192,298.0,0.9646,604.0,79.1,shift handover is complete and stock information is consistent.,195.34,26.33,,0,AUTO_PASS
31,2023-01-27,469,32.64,1.057,170.0,0.978,440.0,67.36,pricing verification were completed becuase store traffic is stable.,195.4,26.3,,0,AUTO_PASS
32,2023-01-27,548,34.75,0.8429,349.0,1.01,329.0,65.25,manual check is complete and discount application is confirmed.,195.46,26.27,,0,AUTO_PASS
33,2023-01-27,497,12.34,1.179,290.0,0.9818,589.0,87.66,manual check is complete and discount application is confirmed.,195.52,26.24,,0,AUTO_PASS
34,2023-01-27,376,8.16,1.0881,236.0,1.0177,509.0,91.84,shift handover is complete and stock information is consistent.,195.58,26.21,,0,AUTO_PASS
35,2023-01-27,479,21.08,0.9035,350.0,0.9916,451.0,78.92,shift handover is complete and stock information is consistent.,195.64,26.18,,0,AUTO_PASS
36,2023-01-27,592,5.98,0.9531,228.0,0.9887,490.0,94.02,manual check is complete and discount application is confirmed.,195.7,26.15,,0,AUTO_PASS
37,2023-01-27,550,4.31,1.0649,,0.9883,426.0,95.69,shift handover is complete and stock infromation is consistent.,195.76,26.12,,0,AUTO_PASS
38,2023-01-27,519,15.57,1.0035,183.0,1.0061,414.0,84.43,inventory update is complete and promotion status is approved.,195.82,26.09,,0,AUTO_PASS
39,2023-01-27,399,4.61,0.9022,175.0,1.0357,206.0,95.39,pricing verification were completed becuase store traffic is stable.,195.88,26.06,,0,AUTO_PASS
40,2023-01-27,616,9.09,0.9543,173.0,1.0043,595.0,90.91,inventory update is complete and promotion status is approved.,195.94,26.03,,0,AUTO_PASS
41,2023-01-27,638,25.83,1.1198,,0.987,347.0,74.17,shift handover is complete and stock information is consistent.,196.0,26.0,,0,AUTO_PASS
42,2023-01-27,587,4.72,1.0555,207.0,1.0158,477.0,95.28,manual check is complete and discount application is confirmed.,196.06,25.97,,0,AUTO_PASS
43,2023-01-27,447,7.92,1.1029,318.0,0.9843,507.0,92.08,manual check are complete and discount application is confirmed.,196.12,25.94,,0,AUTO_PASS
44,2023-01-27,594,5.66,1.2028,,1.0007,458.0,94.34,manual check is complete and discount application is confirmed.,196.18,25.91,,0,AUTO_PASS
45,2023-01-27,279,109.57,0.8606,288.0,1.003,574.0,-9.569999999999993,pricing verification was completed because store traffic is stable.,196.24,25.88,,0,AUTO_PASS
46,2023-01-27,563,25.07,1.1729,397.0,1.0203,386.0,74.93,shift handover is complete and stock information is consistent.,196.3,25.85,,1,MANUAL_REVIEW
47,2023-01-27,412,7.49,0.9455,106.0,0.9794,446.0,92.51,shift handover is complete and stock information is consistent.,196.36,25.82,,0,AUTO_PASS
48,2023-01-27,610,41.17,1.0434,372.0,0.9893,556.0,58.83,shift handover is complete and stock information is consistent.,196.42,25.79,,1,MANUAL_REVIEW
49,2023-01-27,640,5.13,0.9856,281.0,1.0132,292.0,94.87,shift handover is complete and stock information is consistent.,196.48,25.76,,0,AUTO_PASS
50,2023-01-27,440,3.9,1.0383,161.0,0.9536,506.0,96.1,shift handover is complete and stock information is consistent.,196.54,25.73,,0,AUTO_PASS
51,2023-01-27,374,8.59,0.8995,232.0,1.0152,530.0,91.41,inventory update is complete and promotion status is approved.,196.6,25.7,,0,AUTO_PASS
52,2023-01-27,388,17.09,1.121,286.0,1.0045,507.0,82.91,manual check is complete and discount application is confirmed.,196.66,25.67,,0,AUTO_PASS
53,2023-01-27,487,1.69,1.0505,308.0,1.0076,500.0,98.31,inventory update is complete and promotion status is approved.,196.72,25.64,,0,AUTO_PASS
54,2023-01-27,550,2.33,1.0667,230.0,0.9813,409.0,97.67,manual check is complete and discount application is confirmed.,196.78,25.61,,0,AUTO_PASS
55,2023-01-27,524,6.12,0.9395,229.0,0.9836,549.0,93.88,inventory update is complete and promotion status is aproved.,196.84,25.58,,0,AUTO_PASS
56,2023-01-27,433,14.68,1.0071,277.0,0.9935,420.0,85.32,shift handover is complete and stock information is consistent.,196.9,25.55,,0,AUTO_PASS
57,2023-01-27,337,,,294.0,0.9953,462.0,,shift handover is complete and stock information is consistent.,196.96,25.52,,0,AUTO_PASS
58,2023-01-27,630,5.92,1.0116,351.0,1.0188,696.0,94.08,shift handover is complete and stock information is consistent.,197.02,25.49,,0,AUTO_PASS
59,2023-01-27,511,15.31,1.178,257.0,0.9867,300.0,84.69,shift handover is complete and stock information is consistent.,197.08,25.46,,0,AUTO_PASS
60,2023-01-27,544,4.46,0.9602,207.0,0.9821,538.0,95.54,shift handover is complete and stock information is consistent.,197.14,25.43,,0,AUTO_PASS
1,2023-01-28,593,9.57,1.0245,284.0,1.0113,445.0,90.43,shift handover is complete and stock information is consistent.,197.2,25.4,,0,AUTO_PASS
2,2023-01-28,431,19.18,0.8816,253.0,1.0217,351.0,80.82,inventory update is complete and promotion status is approved.,197.26,25.37,,0,AUTO_PASS
3,2023-01-28,538,9.38,0.9109,205.0,0.9858,353.0,90.62,shift handover is complete and stock information is consistent.,197.32,25.34,,0,AUTO_PASS
4,2023-01-28,314,12.34,1.0538,249.0,0.9965,515.0,87.66,pricing verification was completed because store traffic is stable.,197.38,25.31,,0,AUTO_PASS
5,2023-01-28,543,6.91,1.039,267.0,0.998,191.0,93.09,shift handover is complete and stock information is consistent.,197.44,25.28,,0,AUTO_PASS
6,2023-01-28,250,32.65,1.0553,347.0,1.0318,330.0,67.35,shift handover is complete and stock information is consistent.,197.5,25.25,,0,AUTO_PASS
7,2023-01-28,253,6.75,0.933,183.0,1.0002,466.0,93.25,manual check is complete and discount application is confirmed.,197.56,25.22,,0,AUTO_PASS
8,2023-01-28,389,10.06,0.9489,177.0,0.9962,507.0,89.94,pricing verification was completed because store traffic is stable.,197.62,25.19,,0,AUTO_PASS
9,2023-01-28,621,13.67,1.0275,310.0,1.0061,698.0,86.33,inventory update is complete and promotion status is approved.,197.68,25.16,,0,AUTO_PASS
10,2023-01-28,537,2.11,1.1386,272.0,1.0212,386.0,97.89,manual check is complete and discount application is confirmed.,197.74,25.13,,0,AUTO_PASS
11,2023-01-28,722,6.98,0.9853,190.0,0.9951,400.0,93.02,pricing verification was completed because store traffic is stable.,197.8,25.1,,0,AUTO_PASS
12,2023-01-28,652,33.45,1.0405,,1.0193,470.0,66.55,manual check is complete and discount application is confirmed.,197.86,25.07,,0,AUTO_PASS
13,2023-01-28,553,14.54,,292.0,0.9987,433.0,85.46000000000001,shift handover is complete and stock information is consistent.,197.92,25.04,,0,AUTO_PASS
14,2023-01-28,522,8.69,1.0126,296.0,1.0081,593.0,91.31,pricing verification was completed because store traffic is stable.,197.98,25.01,,0,AUTO_PASS
15,2023-01-28,491,35.25,1.1648,261.0,0.9879,338.0,64.75,inventory update is complete and promotion status is approved.,198.04,24.98,,0,AUTO_PASS
16,2023-01-28,448,1.36,1.0243,194.0,0.9831,344.0,98.64,shift handover is complete and stock information is consistent.,198.1,24.95,,0,AUTO_PASS
17,2023-01-28,379,13.02,0.9118,164.0,1.0318,355.0,86.98,pricing verification was completed because store traffic is stable.,198.16,24.92,,0,AUTO_PASS
18,2023-01-28,581,13.79,1.0178,318.0,1.0031,496.0,86.21000000000001,inventory update is complete and promotion status is approved.,198.22,24.89,,0,AUTO_PASS
19,2023-01-28,532,32.65,0.9232,347.0,1.0008,562.0,67.35,shift handover is complete and stock information is consistent.,198.28,24.86,,0,AUTO_PASS
20,2023-01-28,384,32.51,1.0249,347.0,0.9944,362.0,67.49000000000001,pricing verification was completed because store traffic is stable.,198.34,24.83,,0,AUTO_PASS
21,2023-01-28,371,,0.902,163.0,1.001,556.0,,pricing verification was completed because store traffic is stable.,198.4,24.8,,0,AUTO_PASS
22,2023-01-28,546,7.25,0.9622,272.0,0.9804,592.0,92.75,manual check is complete and discount application is confirmed.,198.46,24.77,,0,AUTO_PASS
23,2023-01-28,506,17.48,1.0947,149.0,0.9707,584.0,82.52,pricing verification was completed because store traffic is stable.,198.52,24.74,,0,AUTO_PASS
24,2023-01-28,337,10.81,0.9489,220.0,0.9922,400.0,89.19,inventory update is complete and promotion status is approved.,198.58,24.71,,0,AUTO_PASS
25,2023-01-28,425,27.95,1.0957,,0.952,594.0,72.05,shift handover is complete and stock information is consistent.,198.64,24.68,,0,AUTO_PASS
26,2023-01-28,678,41.2,1.0587,344.0,0.9655,423.0,58.8,inventory update is complete and promotion status is approved.,198.7,24.65,,0,AUTO_PASS
27,2023-01-28,435,21.26,0.9923,325.0,1.0042,373.0,78.74,pricing verification was completed because store traffic is stable.,198.76,24.62,,0,AUTO_PASS
28,2023-01-28,390,9.63,1.0955,273.0,0.9753,437.0,90.37,manual check is complete and discount application is confirmed.,198.82,24.59,,0,AUTO_PASS
29,2023-01-28,350,16.7,1.079,285.0,1.0189,524.0,83.3,manual check is complete and discount application is confirmed.,198.88,24.56,,0,AUTO_PASS
30,2023-01-28,604,18.44,0.9497,300.0,0.9961,380.0,81.56,pricing verification was completed because store traffic is stable.,198.94,24.53,,0,AUTO_PASS
31,2023-01-28,440,11.57,0.966,112.0,0.9952,534.0,88.43,manual check is complete and discount application is confirmed.,199.0,24.5,,0,AUTO_PASS
32,2023-01-28,329,,0.9427,410.0,1.0015,395.0,,manual check is complete and discount application is confirmed.,199.06,24.47,,1,MANUAL_REVIEW
33,2023-01-28,589,34.59,0.9691,283.0,0.9878,627.0,65.41,inventory update is complete and promotion status is approved.,199.12,24.44,,0,AUTO_PASS
34,2023-01-28,509,2.74,0.937,204.0,0.9906,453.0,97.26,pricing verification was completed because store traffic is stable.,199.18,24.41,,0,AUTO_PASS
35,2023-01-28,451,5.59,0.9916,358.0,1.0187,569.0,94.41,shift handover is complete and stock information is consistent.,199.24,24.38,,0,AUTO_PASS
36,2023-01-28,490,24.34,0.9579,256.0,0.991,353.0,75.66,pricing verification was completed because store traffic is stable.,199.3,24.35,,0,AUTO_PASS
37,2023-01-28,426,6.16,0.9974,332.0,0.9518,490.0,93.84,inventory update is complete and promotion status is approved.,199.36,24.32,,0,AUTO_PASS
38,2023-01-28,414,17.09,0.8976,173.0,0.9911,430.0,82.91,inventory update is complete and promotion status is approved.,199.42,24.29,,0,AUTO_PASS
39,2023-01-28,206,,0.995,224.0,0.9588,659.0,,pricing verification was completed becuase store traffic are stable.,199.48,24.26,,0,AUTO_PASS
40,2023-01-28,595,2.83,1.129,202.0,0.9995,423.0,97.17,pricing verification was completed because store traffic is stable.,199.54,24.23,,0,AUTO_PASS
41,2023-01-28,347,,0.852,291.0,1.0076,368.0,,inventory update are complete and promotion status is aproved.,199.6,24.2,,0,AUTO_PASS
42,2023-01-28,477,16.28,0.8685,203.0,0.9892,343.0,83.72,pricing verification was completed because store traffic is stable.,199.66,24.17,,0,AUTO_PASS
43,2023-01-28,507,35.64,1.1362,336.0,1.0001,399.0,64.36,manual check is complete and discount application is confirmed.,199.72,24.14,,0,AUTO_PASS
44,2023-01-28,458,135.27,0.9597,328.0,0.988,593.0,-35.27000000000001,pricing verification was completed because store traffic is stable.,199.78,24.11,,0,AUTO_PASS
45,2023-01-28,574,25.19,1.0832,321.0,1.0266,632.0,74.81,shift handover is complete and stock information is consistent.,199.84,24.08,,0,AUTO_PASS
46,2023-01-28,386,,1.1065,,1.0063,410.0,,pricing verfication was completed because store traffic is stable.,199.9,24.05,,0,AUTO_PASS
47,2023-01-28,446,37.36,1.0231,212.0,1.0332,609.0,62.64,inventory update is complete and promotion status is approved.,199.96,24.02,,0,AUTO_PASS
48,2023-01-28,556,15.27,1.0786,332.0,1.0256,414.0,84.73,manual check is complete and discount application is confirmed.,200.02,23.99,,0,AUTO_PASS
49,2023-01-28,292,,0.9962,360.0,0.9904,614.0,,inventory update is complete and promotion status is approved.,200.08,23.96,,0,AUTO_PASS
50,2023-01-28,506,6.5,1.1208,153.0,0.9835,570.0,93.5,manual check is complete and discount application is confirmed.,200.14,23.93,,0,AUTO_PASS
51,2023-01-28,530,9.4,0.9288,273.0,1.0,491.0,90.6,shift handover is complete and stock information is consistent.,200.2,23.9,,0,AUTO_PASS
52,2023-01-28,507,14.25,1.043,352.0,1.0022,438.0,85.75,pricing verification was completed because store traffic is stable.,200.26,23.87,,0,AUTO_PASS
53,2023-01-28,500,108.83,0.9479,359.0,0.9974,622.0,-8.829999999999998,inventory update is complete and promotion status is approved.,200.32,23.84,,0,AUTO_PASS
54,2023-01-28,409,12.91,1.1493,270.0,0.9915,457.0,87.09,pricing verification was completed becuase store traffic are stable.,200.38,23.81,,0,AUTO_PASS
55,2023-01-28,549,20.15,1.246,370.0,0.9856,527.0,79.85,inventory update is complete and promotion status is approved.,200.44,23.78,,1,MANUAL_REVIEW
56,2023-01-28,420,14.21,1.1099,326.0,1.0069,444.0,85.78999999999999,manual check is complete and discount application is confirmed.,200.5,23.75,,0,AUTO_PASS
57,2023-01-28,462,5.38,0.8721,276.0,0.9978,582.0,94.62,pricing verification was completed because store traffic is stable.,200.56,23.72,,0,AUTO_PASS
58,2023-01-28,696,4.47,0.8917,259.0,0.997,575.0,95.53,shift handover is complete and stock information is consistent.,200.62,23.69,,0,AUTO_PASS
59,2023-01-28,300,,0.8488,169.0,0.9829,502.0,,shift handover is complete and stock information is consistent.,200.68,23.66,,0,AUTO_PASS
60,2023-01-28,538,9.24,0.9844,254.0,0.9828,357.0,90.76,inventory update is complete and promotion status is approved.,200.74,23.63,,0,AUTO_PASS
1,2023-01-29,445,24.52,1.272,,1.0358,429.0,75.48,inventory update is complete and promotion status is approved.,200.8,23.6,,0,AUTO_PASS
2,2023-01-29,351,10.18,,366.0,1.0273,403.0,89.82,shift handover is complete and stock information is consistent.,200.86,23.57,,0,AUTO_PASS
3,2023-01-29,353,3.53,0.9106,220.0,1.0038,670.0,96.47,pricing verification was completed because store traffic is stable.,200.92,23.54,,0,AUTO_PASS
4,2023-01-29,515,24.34,1.003,267.0,1.015,290.0,75.66,manual check is complete and discount application is confirmed.,200.98,23.51,,0,AUTO_PASS
5,2023-01-29,191,1.97,0.9974,233.0,1.0198,652.0,98.03,manual check are complete and discount application is confirmed.,201.04,23.48,,0,AUTO_PASS
6,2023-01-29,330,0.99,1.0831,253.0,0.9955,708.0,99.01,shift handover is complete and stock information is consistent.,201.1,23.45,,0,AUTO_PASS
7,2023-01-29,466,8.18,1.0015,195.0,0.9911,415.0,91.82,shift handover are complete and stock infromation is consistent.,201.16,23.42,,0,AUTO_PASS
8,2023-01-29,507,18.18,0.9966,215.0,0.9874,439.0,81.82,shift handover is complete and stock information is consistent.,201.22,23.39,,0,AUTO_PASS
9,2023-01-29,698,13.44,1.0363,292.0,0.9981,439.0,86.56,pricing verification was completed because store traffic is stable.,201.28,23.36,,0,AUTO_PASS
10,2023-01-29,386,4.87,0.9137,262.0,0.9847,490.0,95.13,manual check is complete and discount application is confirmed.,201.34,23.33,,0,AUTO_PASS
11,2023-01-29,400,13.75,0.9885,201.0,1.0059,544.0,86.25,manual check is complete and discount application is confirmed.,201.4,23.3,,0,AUTO_PASS
12,2023-01-29,470,10.75,1.07,376.0,1.0257,599.0,89.25,shift handover is complete and stock information is consistent.,201.46,23.27,,1,MANUAL_REVIEW
13,2023-01-29,433,4.65,1.0434,287.0,1.0311,469.0,95.35,shift handover is complete and stock information is consistent.,201.52,23.24,,0,AUTO_PASS
14,2023-01-29,593,2.67,1.0766,288.0,0.9885,196.0,97.33,inventory update is complete and promotion status is approved.,201.58,23.21,,0,AUTO_PASS
15,2023-01-29,338,15.03,1.0123,212.0,0.9815,542.0,84.97,pricing verification was completed because store traffic is stable.,201.64,23.18,,0,AUTO_PASS
16,2023-01-29,344,8.83,0.9885,237.0,0.9874,814.0,91.17,pricing verification was completed because store traffic is stable.,201.7,23.15,,0,AUTO_PASS
17,2023-01-29,355,7.41,1.0948,245.0,1.0138,342.0,92.59,shift handover is complete and stock information is consistent.,201.76,23.12,,0,AUTO_PASS
18,2023-01-29,496,4.81,1.0659,313.0,0.9691,456.0,95.19,shift handover is complete and stock information is consistent.,201.82,23.09,,0,AUTO_PASS
19,2023-01-29,562,2.05,0.9622,365.0,0.9998,510.0,97.95,manual check is complete and discount application is confirmed.,201.88,23.06,,0,AUTO_PASS
20,2023-01-29,362,,1.1253,349.0,1.0032,415.0,,pricing verification was completed because store traffic is stable.,201.94,23.03,,0,AUTO_PASS
21,2023-01-29,556,19.37,0.8963,189.0,1.0381,518.0,80.63,inventory update is complete and promotion status is approved.,202.0,23.0,,0,AUTO_PASS
22,2023-01-29,592,1.7,0.9909,318.0,0.9822,644.0,98.3,inventory update is complete and promotion status is approved.,202.06,22.97,,0,AUTO_PASS
23,2023-01-29,584,18.22,1.0088,148.0,1.0054,561.0,81.78,manual check is complete and discount application is confirmed.,202.12,22.94,,0,AUTO_PASS
24,2023-01-29,400,6.32,0.9051,213.0,0.9785,557.0,93.68,shift handover is complete and stock information is consistent.,202.18,22.91,,0,AUTO_PASS
25,2023-01-29,594,8.95,0.9579,268.0,0.9872,318.0,91.05,pricing verification was completed because store traffic is stable.,202.24,22.88,,0,AUTO_PASS
26,2023-01-29,423,2.76,0.894,187.0,0.993,589.0,97.24,shift handover is complete and stock information is consistent.,202.3,22.85,,0,AUTO_PASS
27,2023-01-29,373,17.78,1.012,337.0,1.0144,394.0,82.22,shift handover is complete and stock information is consistent.,202.36,22.82,,0,AUTO_PASS
28,2023-01-29,437,29.72,,364.0,0.9893,612.0,70.28,shift handover is complete and stock information is consistent.,202.42,22.79,,0,AUTO_PASS
29,2023-01-29,524,14.21,1.0542,251.0,0.9586,473.0,85.78999999999999,inventory update is complete and promotion status is approved.,202.48,22.76,,0,AUTO_PASS
30,2023-01-29,380,,0.954,310.0,0.9971,509.0,,manual check is complete and discount application is confirmed.,202.54,22.73,,0,AUTO_PASS
31,2023-01-29,534,14.84,1.0238,128.0,0.9873,511.0,85.16,shift handover is complete and stock information is consistent.,202.6,22.7,,0,AUTO_PASS
32,2023-01-29,395,26.52,1.1508,560.0,1.0031,610.0,73.48,shift handover is complete and stock information is consistent.,202.66,22.67,,1,MANUAL_REVIEW
33,2023-01-29,627,18.87,0.9708,278.0,0.9571,599.0,81.13,pricing verification was completed because store traffic is stable.,202.72,22.64,,0,AUTO_PASS
34,2023-01-29,453,11.91,0.9587,213.0,1.017,372.0,88.09,manual check is complete and discount application is confirmed.,202.78,22.61,,0,AUTO_PASS
35,2023-01-29,569,5.9,0.9883,327.0,0.9859,534.0,94.1,inventory update are complete and promotion status is aproved.,202.84,22.58,,0,AUTO_PASS
36,2023-01-29,353,8.07,1.0402,237.0,1.0039,673.0,91.93,manual check is complete and discount application is confirmed.,202.9,22.55,,0,AUTO_PASS
37,2023-01-29,490,44.07,1.0051,,1.0467,460.0,55.93,shift handover is complete and stock information is consistent.,202.96,22.52,,0,AUTO_PASS
38,2023-01-29,430,11.48,1.1338,202.0,1.0128,332.0,88.52,manual check are complete and discount application is confirmed.,203.02,22.49,,0,AUTO_PASS
39,2023-01-29,659,12.44,0.9686,215.0,0.9705,181.0,87.56,manual check is complete and discount application is confirmed.,203.08,22.46,,0,AUTO_PASS
40,2023-01-29,423,22.03,1.0411,306.0,0.9714,502.0,77.97,pricing verification was completed because store traffic is stable.,203.14,22.43,,0,AUTO_PASS
41,2023-01-29,368,7.34,1.0459,333.0,0.9903,483.0,92.66,manual check is complete and discount application is confirmed.,203.2,22.4,,0,AUTO_PASS
42,2023-01-29,343,35.08,1.0345,339.0,0.9913,535.0,64.92,pricing verification was completed because store traffic is stable.,203.26,22.37,,0,AUTO_PASS
43,2023-01-29,399,7.25,0.9239,229.0,0.9971,433.0,92.75,shift handover is complete and stock information is consistent.,203.32,22.34,,0,AUTO_PASS
