property_id,gr_liv_area,lot_area,year_built,overall_qual,garage_area,total_bsmt_sf,ms_zoning,neighborhood,sale_price,gr_liv_area_m2,total_enclosed_area_sqft,total_enclosed_area_m2,inspection_note,has_premium_finish,premium_finish_note,property_taxonomy_flat,lot_area_reported,reported_max_loan,record_extract_month
757,1818.0,18053.0,2004,2,236.0,1132.0,FV,OldTown,245562.0,168.8977,3186.0,295.9891,sale condition was reviewed and valuation status is approved.,0,,FV>OldTown,18053.0,221006.0,2024-01
758,1677.0,11898.0,1963,8,489.0,1418.0,RM,Somerst,237638.0,155.7984,3584.0,332.9645,property inspection is complete and garage area is measured.,1,verified,RM>Somerst,11898.0,213874.0,2024-01
759,1605.0,13130.0,1901,6,213.0,1376.0,RM,NAmes,248640.0,149.1094,3194.0,296.7323,lot area verification is complete because documents are available.,0,,RM>NAmes,1219.82,223776.0,2024-01
760,1348.0,19344.0,1929,2,655.0,928.0,RM,NridgHt,166580.0,125.2333,2931.0,272.2988,zoning verification is complete and neighborhood information is confirmed.,0,,RM>NridgHt,19344.0,149922.0,2024-01
761,1495.0,12048.0,1904,8,467.0,529.0,RM,Edwards,264508.0,138.89,2491.0,231.4215,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>Edwards,12048.0,238057.0,2024-01
762,1311.0,12291.0,1905,9,754.0,683.0,RH,Edwards,235071.0,121.7959,2748.0,255.2976,zoning verification is complete and neighborhood information is confirmed.,1,verified,RH>Edwards,12291.0,211564.0,2024-01
763,1282.0,8940.0,1972,6,344.0,289.0,RH,Somerst,204454.0,119.1017,1915.0,177.9093,sale condition was reviewed and valuation status is approved.,0,,RH>Somerst,8940.0,184009.0,2024-01
764,1230.0,4172.0,2009,6,593.0,1362.0,FV,OldTown,181044.0,114.2707,3185.0,295.8962,property inspection is complete and garage area is measured.,0,,FV>OldTown,4172.0,162940.0,2024-01
765,1060.0,10492.0,1972,5,488.0,989.0,RH,Edwards,178107.0,98.4772,2537.0,235.695,sale condition was reviewed and valuation status is approved.,0,,RH>Edwards,10492.0,160296.0,2024-01
766,1286.0,8444.0,1974,8,325.0,549.0,RM,NAmes,189213.0,119.4733,2160.0,200.6706,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>NAmes,8444.0,170292.0,2024-01
767,1318.0,10316.0,1891,8,,1284.0,RM,NridgHt,243603.0,122.4462,2900.0,269.4188,sale condition was reviewed and valuation status is approved.,1,verified,RM>NridgHt,10316.0,219243.0,2024-01
768,1251.0,15651.0,2000,5,592.0,861.0,FV,CollgCr,234393.0,116.2217,2704.0,251.2098,property inspection is complete and garage area is measured.,0,,FV>CollgCr,15651.0,210954.0,2024-01
769,2248.0,7341.0,1921,3,630.0,1012.0,RH,NAmes,262258.0,208.846,3890.0,361.3928,sale condition was reviewed and valuation status is approved.,0,,RH>NAmes,7341.0,236032.0,2024-01
770,1756.0,3282.0,1999,3,616.0,953.0,RH,NridgHt,215749.0,163.1377,3325.0,308.9026,sale condition was reviewed and valuation status is approved.,0,,RH>NridgHt,3282.0,194174.0,2024-01
771,2209.0,4020.0,1994,7,365.0,1258.0,FV,Edwards,,205.2228,3832.0,356.0044,lot area verification is complete because documents are available.,0,,FV>Edwards,4020.0,256451.0,2024-01
772,1249.0,6863.0,1947,4,363.0,739.0,RM,Somerst,203556.0,116.0359,2351.0,218.415,sale condition was reviewed and valuation status is approved.,0,,RM>Somerst,637.59,183200.0,2024-01
773,1222.0,5318.0,1985,8,988.0,807.0,RH,NridgHt,266616.0,113.5275,3017.0,280.2885,sale condition was reviewed and valuation status is approved.,1,verified,RH>NridgHt,5318.0,239954.0,2024-01
774,796.0,,2007,2,556.0,785.0,RM,OldTown,158135.0,73.9508,2137.0,198.5338,zoning verification is complete and neighborhood information is confirmed.,0,,RM>OldTown,938.04,142322.0,2024-01
775,1608.0,3598.0,1967,8,582.0,1205.0,RL,CollgCr,273017.0,149.3881,3395.0,315.4058,sale condition was reviewed and valuation status is approved.,1,verified,RL>CollgCr,334.26,245715.0,2024-01
776,1307.0,7970.0,1916,4,,962.0,RM,NAmes,216045.0,121.4243,2803.0,260.4072,zoning verification is complete and neighborhood information is confirmed.,0,,RM>NAmes,7970.0,194440.0,2024-01
777,2150.0,6278.0,1991,5,630.0,873.0,RH,Edwards,291396.0,199.7415,3653.0,339.3748,property inspection is complete and garage area is measured.,0,,RH>Edwards,6278.0,262256.0,2024-01
778,1182.0,8113.0,1970,6,490.0,1579.0,RH,CollgCr,216185.0,109.8114,3251.0,302.0278,zoning verification is complete and neighborhood information is confirmed.,0,,RH>CollgCr,8113.0,194566.0,2024-01
779,1380.0,17025.0,1942,5,394.0,494.0,RL,CollgCr,252727.0,128.2062,2268.0,210.7041,lot area verification is complete because documents are available.,0,,RL>CollgCr,17025.0,227454.0,2024-01
780,2367.0,12660.0,1908,3,192.0,988.0,FV,OldTown,315351.0,219.9015,3547.0,329.5271,property inspection is complete and garage area is measured.,0,,FV>OldTown,12660.0,283816.0,2024-01
781,1430.0,16485.0,1927,5,80.0,1059.0,RM,NridgHt,229163.0,132.8513,2569.0,238.6679,sale condition was reviewed and valuation status is approved.,0,,RM>NridgHt,16485.0,206247.0,2024-01
782,1255.0,13293.0,1961,7,302.0,1374.0,RH,CollgCr,237405.0,116.5933,2931.0,272.2988,zoning verification is complete and neighborhood information is confirmed.,0,,RH>CollgCr,13293.0,213664.0,2024-01
783,1944.0,15037.0,1975,5,79.0,722.0,FV,CollgCr,264394.0,180.6035,2745.0,255.0188,sale condition was reviewed and valuation status is approved.,0,,FV>CollgCr,15037.0,237955.0,2024-01
784,1625.0,7010.0,1946,2,265.0,909.0,RL,Edwards,203588.0,150.9674,2799.0,260.0356,property inspection is complete and garage area is measured.,0,,RL>Edwards,7010.0,183229.0,2024-01
785,1724.0,9057.0,2003,3,470.0,1345.0,RH,NAmes,267209.0,160.1648,3539.0,328.7839,lot area verification is complete because documents are available.,0,,RH>NAmes,841.42,240488.0,2024-01
786,1793.0,12437.0,1930,2,337.0,1607.0,RH,NridgHt,216658.0,166.5752,3737.0,347.1787,zoning verification is complete and neighborhood information is confirmed.,0,,RH>NridgHt,12437.0,194992.0,2024-01
787,2186.0,8641.0,1973,6,562.0,1416.0,RL,NAmes,328648.0,203.086,4164.0,386.8483,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NAmes,8641.0,295783.0,2024-01
788,923.0,7647.0,1920,4,321.0,1155.0,RH,CollgCr,159177.0,85.7495,2399.0,222.8744,lot area verification is complete because documents are available.,0,,RH>CollgCr,7647.0,143259.0,2024-01
789,1007.0,15029.0,1947,3,536.0,1656.0,RL,NAmes,165978.0,93.5534,3199.0,297.1968,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NAmes,15029.0,149380.0,2024-01
790,1452.0,11551.0,1947,4,370.0,558.0,RM,Somerst,216443.0,134.8952,2380.0,221.1092,lot area verification is complete because documents are available.,0,,RM>Somerst,1073.12,194799.0,2024-01
791,2022.0,12560.0,1991,7,0.0,1560.0,FV,NridgHt,274776.0,187.8499,3582.0,332.7787,property inspection is complete and garage area is measured.,0,,FV>NridgHt,12560.0,247298.0,2024-01
792,1648.0,4113.0,1896,2,809.0,578.0,RH,CollgCr,230534.0,153.1042,3035.0,281.9607,lot area verification is complete because documents are available.,0,,RH>CollgCr,4113.0,207481.0,2024-01
793,705.0,6339.0,1901,6,,1415.0,RM,Somerst,169654.0,65.4966,2509.0,233.0937,lot area verification is complete because documents are available.,0,,RM>Somerst,6339.0,152689.0,2024-01
794,1561.0,9491.0,1993,2,339.0,229.0,RH,Edwards,230478.0,145.0216,2129.0,197.7906,zoning verification is complete and neighborhood information is confirmed.,0,,RH>Edwards,9491.0,207430.0,2024-01
795,2144.0,8612.0,1935,4,164.0,1486.0,FV,NAmes,291830.0,199.1841,3794.0,352.4741,property inspection are complete and garage area is measured.,0,,FV>NAmes,800.08,262647.0,2024-01
796,2660.0,7795.0,1998,7,559.0,771.0,FV,CollgCr,371170.0,247.1221,3990.0,370.6831,zoning verification is complete and neighborhood information is confirmed.,0,,FV>CollgCr,7795.0,334053.0,2024-01
797,1811.0,7125.0,1994,7,648.0,951.0,RM,Edwards,296977.0,168.2474,3410.0,316.7994,lot area verification is complete because documents are available.,0,,RM>Edwards,7125.0,267279.0,2024-01
798,1130.0,,1905,3,346.0,1236.0,RL,Somerst,167625.0,104.9804,2712.0,251.953,sale condition was reviewed and valuation status is approved.,0,,RL>Somerst,10568.0,150862.0,2024-01
799,1615.0,11147.0,1949,8,377.0,658.0,RM,OldTown,255535.0,150.0384,2650.0,246.1931,property inspection is complete and garage area is measured.,1,verified,RM>OldTown,11147.0,229982.0,2024-01
800,1949.0,3859.0,1931,3,597.0,1289.0,RH,Somerst,213806.0,181.068,3835.0,356.2832,zoning verification is complete and neighborhood information is confirmed.,0,,RH>Somerst,3859.0,192425.0,2024-01
801,1267.0,9458.0,1948,9,316.0,706.0,FV,NAmes,243414.0,117.7082,2289.0,212.6551,lot area verification is complete because documents are available.,1,verified,FV>NAmes,878.68,219073.0,2024-01
802,1257.0,14095.0,1923,2,730.0,897.0,RH,Somerst,217251.0,116.7791,2884.0,267.9324,property inspection is complete and garage area is measured.,0,,RH>Somerst,14095.0,195526.0,2024-01
803,2453.0,11412.0,1896,5,612.0,1666.0,RL,NAmes,309568.0,227.8912,4731.0,439.5243,lot area verification is complete because documents are available.,0,,RL>NAmes,11412.0,278611.0,2024-01
804,1844.0,14569.0,1996,2,506.0,1005.0,RH,NridgHt,232377.0,171.3132,3355.0,311.6897,sale condition was reviewed and valuation status is approved.,0,,RH>NridgHt,14569.0,209139.0,2024-01
805,2056.0,7978.0,1962,9,253.0,782.0,RM,NridgHt,298560.0,191.0087,3091.0,287.1633,lot area verification are complete because documments are available.,1,verified,RM>NridgHt,7978.0,268704.0,2024-01
806,623.0,9656.0,1905,4,563.0,658.0,RM,OldTown,158421.0,57.8786,1844.0,171.3132,lot area verification is complete because documents are available.,0,,RM>OldTown,9656.0,142579.0,2024-01
807,1034.0,,1939,6,202.0,755.0,FV,NAmes,183996.0,96.0617,1991.0,184.97,lot area verification is complete because documents are available.,0,,FV>NAmes,4765.0,165596.0,2024-01
808,450.0,9968.0,1930,3,513.0,341.0,RH,OldTown,121800.0,41.8064,1304.0,121.1456,lot area verification is complete because documents are available.,0,,RH>OldTown,9968.0,109620.0,2024-01
809,1447.0,8572.0,1971,2,106.0,0.0,RL,Edwards,198970.0,134.4307,1553.0,144.2784,sale condition was reviewed and valuation status is approved.,0,,RL>Edwards,8572.0,179073.0,2024-01
810,1234.0,8931.0,1953,5,652.0,1224.0,RM,NAmes,176257.0,114.6424,3110.0,288.9285,zoning verification is complete and neighborhood information is confirmed.,0,,RM>NAmes,8931.0,158631.0,2024-01
811,1723.0,6349.0,1951,7,731.0,282.0,FV,NAmes,288404.0,160.0719,2736.0,254.1827,property inspection is complete and garage area is measured.,0,,FV>NAmes,6349.0,259564.0,2024-01
812,1714.0,12295.0,1897,2,320.0,1218.0,RH,NAmes,236339.0,159.2358,3252.0,302.1207,zoning verification is complete and neighborhood information is confirmed.,0,,RH>NAmes,12295.0,212705.0,2024-01
813,2026.0,,1978,2,675.0,453.0,RH,Somerst,248915.0,188.2216,3154.0,293.0162,property inspection is complete and garage area is measured.,0,,RH>Somerst,959.6,224024.0,2024-01
814,1933.0,13692.0,1919,4,202.0,466.0,FV,CollgCr,252952.0,179.5816,2601.0,241.6408,property inspection is complete and garage area is measured.,0,,FV>CollgCr,13692.0,227657.0,2024-01
815,1449.0,4933.0,1942,4,409.0,705.0,RL,OldTown,192322.0,134.6165,2563.0,238.1105,sale condition was reviewed and valuation status is approved.,0,,RL>OldTown,4933.0,173090.0,2024-01
816,2005.0,12818.0,1971,4,537.0,1091.0,RH,Somerst,288992.0,186.2706,3633.0,337.5167,sale condition was reviewed and valuation status is approved.,0,,RH>Somerst,12818.0,260093.0,2024-01
817,1131.0,12315.0,1997,7,490.0,1818.0,RM,Somerst,256767.0,105.0733,3439.0,319.4936,zoning verification are complete and neighborhood infromation is confirmed.,0,,RM>Somerst,12315.0,231090.0,2024-01
818,1597.0,3397.0,1997,2,420.0,1001.0,FV,NAmes,199898.0,148.3662,3018.0,280.3814,property inspection is complete and garage area is measured.,0,,FV>NAmes,3397.0,179908.0,2024-01
819,1035.0,14982.0,1999,6,570.0,1118.0,RH,OldTown,198063.0,96.1546,2723.0,252.975,lot area verification is complete because documents are available.,0,,RH>OldTown,14982.0,178257.0,2024-01
820,1486.0,13979.0,2003,8,609.0,1124.0,RM,Somerst,265678.0,138.0539,3219.0,299.0549,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>Somerst,13979.0,239110.0,2024-01
821,1322.0,15075.0,1970,4,460.0,1435.0,FV,Somerst,202105.0,122.8178,3217.0,298.8691,property inspection is complete and garage area is measured.,0,,FV>Somerst,15075.0,181894.0,2024-01
822,2161.0,11868.0,2008,4,411.0,1136.0,RM,Somerst,263577.0,200.7635,3708.0,344.4845,lot area verification is complete because documents are available.,0,,RM>Somerst,11868.0,237219.0,2024-01
823,1846.0,9146.0,1975,8,269.0,885.0,RL,Somerst,281385.0,171.499,3000.0,278.7091,zoning verification is complete and neighborhood information is confirmed.,1,verified,RL>Somerst,849.69,253246.0,2024-01
824,1325.0,12268.0,1911,8,411.0,559.0,FV,CollgCr,230061.0,123.0965,2295.0,213.2125,sale condition was reviewed and valuation status is approved.,1,verified,FV>CollgCr,12268.0,207055.0,2024-01
825,1428.0,7422.0,1964,7,358.0,717.0,FV,Edwards,270677.0,132.6655,2503.0,232.5363,sale condition was reviewed and valuation stauts are approved.,0,,FV>Edwards,7422.0,243609.0,2024-01
826,1529.0,15224.0,2000,4,623.0,488.0,RM,Edwards,232941.0,142.0487,2640.0,245.264,sale condition was reviewed and valuation status is approved.,0,,RM>Edwards,15224.0,209647.0,2024-01
827,1384.0,7010.0,1993,3,465.0,1815.0,RL,NAmes,218300.0,128.5778,3664.0,340.3967,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NAmes,651.25,196470.0,2024-01
828,1494.0,12621.0,1959,9,676.0,1227.0,RL,OldTown,255269.0,138.7971,3397.0,315.5916,property inspection is complete and garage area is measured.,1,verified,RL>OldTown,12621.0,229742.0,2024-01
829,1768.0,8265.0,1965,5,128.0,930.0,RL,CollgCr,252067.0,164.2526,2826.0,262.544,lot area verification is complete because documents are available.,0,,RL>CollgCr,8265.0,226860.0,2024-01
830,1252.0,7997.0,1998,4,725.0,669.0,RL,CollgCr,220318.0,116.3146,2646.0,245.8214,property inspection is complete and garage area is measured.,0,,RL>CollgCr,7997.0,198286.0,2024-01
831,1399.0,12379.0,1948,9,352.0,927.0,RM,OldTown,299288.0,129.9714,2678.0,248.7943,property inspection is complete and garage area is measured.,1,verified,RM>OldTown,1150.05,269359.0,2024-01
832,1670.0,15093.0,1935,9,630.0,1310.0,RM,NridgHt,315899.0,155.1481,3610.0,335.38,sale condition was reviewed and valuation status is approved.,1,verified,RM>NridgHt,15093.0,284309.0,2024-01
833,2309.0,7564.0,1948,5,389.0,1403.0,FV,NridgHt,,214.5131,4101.0,380.9954,lot area verification is complete because documents are available.,0,,FV>NridgHt,702.72,280370.0,2024-01
834,1687.0,12619.0,1915,4,,1042.0,RL,Edwards,246815.0,156.7274,3289.0,305.5581,lot area verification is complete because documents are available.,0,,RL>Edwards,12619.0,222134.0,2024-01
835,1671.0,15283.0,1979,7,441.0,674.0,FV,Edwards,275454.0,155.241,2786.0,258.8279,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Edwards,15283.0,247909.0,2024-01
836,1718.0,11721.0,1927,4,535.0,712.0,RM,Somerst,237141.0,159.6074,2965.0,275.4575,zoning verification is complete and neighborhood information is confirmed.,0,,RM>Somerst,11721.0,213427.0,2024-01
837,1073.0,14453.0,1945,8,477.0,973.0,RH,Somerst,254570.0,99.685,2523.0,234.3944,property inspection is complete and garage area is measured.,1,verified,RH>Somerst,14453.0,229113.0,2024-01
838,1518.0,9133.0,1950,2,768.0,1182.0,RL,Somerst,226311.0,141.0268,3468.0,322.1877,zoning verification is complete and neighborhood information is confirmed.,0,,RL>Somerst,9133.0,203680.0,2024-01
839,1038.0,11561.0,1942,3,422.0,330.0,RM,NridgHt,178723.0,96.4334,1790.0,166.2964,sale condition was reviewed and valuation status is approved.,0,,RM>NridgHt,11561.0,160851.0,2024-01
840,1523.0,10840.0,2053,9,620.0,1648.0,RM,OldTown,272631.0,141.4913,3791.0,352.1954,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>OldTown,10840.0,245368.0,2024-01
841,925.0,14942.0,1971,6,518.0,720.0,RM,OldTown,175508.0,85.9353,2163.0,200.9493,lot area verification is complete because documents are available.,0,,RM>OldTown,14942.0,157957.0,2024-01
842,1314.0,8164.0,1988,9,216.0,1181.0,FV,Edwards,252319.0,122.0746,2711.0,251.8601,zoning verification is complete and neighborhood information is confirmed.,1,verified,FV>Edwards,758.46,227087.0,2024-01
843,2211.0,11552.0,1981,2,583.0,921.0,RL,Edwards,265915.0,205.4086,3715.0,345.1348,sale condition was reviewed and valuation status is approved.,0,,RL>Edwards,11552.0,239324.0,2024-01
844,1809.0,6085.0,2007,6,550.0,775.0,RL,CollgCr,,168.0616,3134.0,291.1581,property inspection is complete and garage area is measured.,0,,RL>CollgCr,6085.0,262704.0,2024-01
845,1825.0,7995.0,2007,9,261.0,967.0,RH,CollgCr,264398.0,169.548,3053.0,283.633,property inspection is complete and garage area is measured.,1,verified,RH>CollgCr,7995.0,237958.0,2024-01
846,1671.0,16833.0,1914,4,118.0,1142.0,FV,OldTown,249396.0,155.241,2931.0,272.2988,sale condition was reviewed and valuation status is approved.,0,,FV>OldTown,16833.0,224456.0,2024-01
847,2097.0,18448.0,1946,3,580.0,1015.0,RM,Edwards,,194.8177,3692.0,342.998,zoning verification is complete and neighborhood information is confirmed.,0,,RM>Edwards,18448.0,260483.0,2024-01
848,2259.0,9371.0,2007,8,480.0,1596.0,FV,Edwards,350400.0,209.868,4335.0,402.7347,property inspection is complete and garage area is measured.,1,verified,FV>Edwards,9371.0,315360.0,2024-01
849,1390.0,7792.0,2005,8,377.0,578.0,RL,NAmes,284322.0,129.1352,2345.0,217.8576,sale condition was reviewed and valuation status is approved.,1,verified,RL>NAmes,7792.0,255890.0,2024-01
850,1909.0,16578.0,1907,5,433.0,1348.0,RL,Somerst,275367.0,177.3519,3690.0,342.8122,zoning verification is complete and neighborhood information is confirmed.,0,,RL>Somerst,16578.0,247830.0,2024-01
851,1730.0,7248.0,1940,4,617.0,1205.0,RM,OldTown,239050.0,160.7223,3552.0,329.9916,zoning verification is complete and neighborhood information is confirmed.,0,,RM>OldTown,7248.0,215145.0,2024-01
852,450.0,10844.0,1966,6,295.0,1158.0,RM,OldTown,115585.0,41.8064,1903.0,176.7945,zoning verification is complete and neighborhood information is confirmed.,0,,RM>OldTown,10844.0,104026.0,2024-01
853,1050.0,12912.0,1966,3,362.0,570.0,FV,Somerst,164063.0,97.5482,1982.0,184.1338,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Somerst,12912.0,147657.0,2024-01
854,2278.0,16564.0,1921,2,,1014.0,RL,NridgHt,266232.0,211.6331,3791.0,352.1954,property inspection is complete and garage area is measured.,0,,RL>NridgHt,16564.0,239609.0,2024-01
855,2370.0,6048.0,1977,8,558.0,876.0,RL,Somerst,,220.1802,3804.0,353.4032,lot area verification is complete because documents are available.,1,verified,RL>Somerst,6048.0,296510.0,2024-01
856,1052.0,7830.0,1932,6,532.0,1392.0,RL,OldTown,189836.0,97.734,2976.0,276.4794,sale condition was reviewed and valuation status is approved.,0,,RL>OldTown,727.43,170852.0,2024-01
857,1413.0,,1957,5,900.0,985.0,RH,CollgCr,219488.0,131.272,3298.0,306.3942,lot area verification is complete because documents are available.,0,,RH>CollgCr,9579.0,197539.0,2024-01
858,2393.0,8579.0,1941,7,547.0,948.0,RH,NridgHt,301806.0,222.317,3888.0,361.207,zoning verification is complete and neighborhood information is confirmed.,0,,RH>NridgHt,797.01,271625.0,2024-01
859,1525.0,16275.0,1942,9,651.0,818.0,FV,OldTown,275911.0,141.6771,2994.0,278.1517,property inspection are complete and garage area is measured.,1,verified,FV>OldTown,16275.0,248320.0,2024-01
860,1803.0,8477.0,1965,5,0.0,920.0,RM,NAmes,227758.0,167.5042,2723.0,252.975,property inspection is complete and garage area is measured.,0,,RM>NAmes,8477.0,204982.0,2024-01
861,2245.0,7095.0,1954,8,828.0,1164.0,FV,Somerst,353339.0,208.5673,4237.0,393.6302,zoning verification is complete and neighborhood information is confirmed.,1,verified,FV>Somerst,7095.0,318005.0,2024-01
862,1323.0,5607.0,1957,8,689.0,533.0,FV,Somerst,207857.0,122.9107,2545.0,236.4382,sale condition was reviewed and valuation status is approved.,1,verified,FV>Somerst,5607.0,187071.0,2024-01
863,2216.0,4989.0,1892,5,142.0,919.0,RH,Edwards,299374.0,205.8731,3277.0,304.4433,zoning verification is complete and neighborhood information is confirmed.,0,,RH>Edwards,4989.0,269437.0,2024-01
864,1990.0,10049.0,2004,9,208.0,450.0,RM,Somerst,320520.0,184.877,2648.0,246.0072,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>Somerst,10049.0,288468.0,2024-01
865,1428.0,11979.0,1976,2,429.0,1250.0,RL,CollgCr,214310.0,132.6655,3107.0,288.6497,lot area verification is complete because documents are available.,0,,RL>CollgCr,1112.89,192879.0,2024-01
866,1768.0,3171.0,1992,2,516.0,1362.0,FV,Edwards,240057.0,164.2526,3646.0,338.7245,sale condition was reviewed and valuation status is approved.,0,,FV>Edwards,3171.0,216051.0,2024-01
867,1283.0,9855.0,1955,3,605.0,743.0,RH,OldTown,199120.0,119.1946,2631.0,244.4279,property inspection is complete and garage area is measured.,0,,RH>OldTown,9855.0,179208.0,2024-01
868,1963.0,7470.0,2010,6,567.0,1346.0,RL,NAmes,272715.0,182.3687,3876.0,360.0922,lot area verification is complete because documents are available.,0,,RL>NAmes,7470.0,245444.0,2024-01
869,1876.0,9199.0,1980,4,229.0,1560.0,RL,Somerst,236057.0,174.2861,3665.0,340.4896,zoning verification is complete and neighborhood information is confirmed.,0,,RL>Somerst,854.61,212451.0,2024-01
870,1246.0,7654.0,1910,8,,1089.0,RL,OldTown,219822.0,115.7572,2835.0,263.3801,property inspection is complete and garage area is measured.,1,verified,RL>OldTown,7654.0,197840.0,2024-01
871,2163.0,9941.0,2002,4,613.0,993.0,RM,CollgCr,,200.9493,3769.0,350.1516,zoning verification is complete and neighborhood information is confirmed.,0,,RM>CollgCr,9941.0,248403.0,2024-01
872,1423.0,5038.0,1953,3,418.0,1585.0,RL,NridgHt,231378.0,132.201,3426.0,318.2858,sale condition was reviewed and valuation status is approved.,0,,RL>NridgHt,5038.0,208240.0,2024-01
873,954.0,11800.0,1936,9,420.0,1104.0,RH,OldTown,209099.0,88.6295,2478.0,230.2137,zoning verification is complete and neighborhood information is confirmed.,1,verified,RH>OldTown,11800.0,188189.0,2024-01
874,1094.0,9083.0,1969,5,647.0,1183.0,RH,Edwards,207674.0,101.6359,2924.0,271.6485,property inspection is complete and garage area is measured.,0,,RH>Edwards,843.84,186907.0,2024-01
875,1455.0,14446.0,1902,6,330.0,1192.0,RH,Somerst,228770.0,135.1739,2977.0,276.5724,property inspection is complete and garage area is measured.,0,,RH>Somerst,14446.0,205893.0,2024-01
876,1653.0,11605.0,1970,9,327.0,1073.0,RL,Edwards,223774.0,153.5687,3053.0,283.633,zoning verification is complete and neighborhood information is confirmed.,1,verified,RL>Edwards,1078.14,201397.0,2024-01
877,1616.0,7488.0,1927,4,598.0,812.0,RM,NAmes,218296.0,150.1313,3026.0,281.1246,lot area verification is complete because documents are available.,0,,RM>NAmes,7488.0,196466.0,2024-01
878,948.0,11781.0,2010,8,395.0,0.0,RM,NAmes,212387.0,88.0721,1343.0,124.7688,property inspection is complete and garage area is measured.,1,verified,RM>NAmes,11781.0,191148.0,2024-01
879,1606.0,14493.0,1966,6,631.0,961.0,RL,CollgCr,269105.0,149.2023,3198.0,297.1039,lot area verification is complete because documents are available.,0,,RL>CollgCr,14493.0,242194.0,2024-01
880,1252.0,9302.0,1939,2,260.0,1139.0,RL,NridgHt,164214.0,116.3146,2651.0,246.286,lot area verification is complete because documents are available.,0,,RL>NridgHt,9302.0,147793.0,2024-01
881,1293.0,11867.0,1937,3,405.0,1000.0,RL,Edwards,151846.0,120.1236,2698.0,250.6524,zoning verification is complete and neighborhood information is confirmed.,0,,RL>Edwards,11867.0,136661.0,2024-01
882,1452.0,11375.0,1940,6,386.0,269.0,RM,CollgCr,219724.0,134.8952,2107.0,195.7467,property inspection is complete and garage area is measured.,0,,RM>CollgCr,11375.0,197752.0,2024-01
883,1437.0,11759.0,1998,7,737.0,416.0,RH,NridgHt,260923.0,133.5017,2590.0,240.6189,zoning verification is complete and neighborhood information is confirmed.,0,,RH>NridgHt,11759.0,234831.0,2024-01
884,1995.0,11213.0,1960,6,333.0,803.0,FV,OldTown,292014.0,185.3416,3131.0,290.8794,property inspection is complete and garage area is measured.,0,,FV>OldTown,11213.0,262813.0,2024-01
885,2139.0,5144.0,1923,5,540.0,641.0,RH,NAmes,,198.7196,3320.0,308.4381,lot area verification is complete because documents are available.,0,,RH>NAmes,477.89,276849.0,2024-01
886,1755.0,5739.0,1935,6,457.0,998.0,RL,Edwards,258417.0,163.0448,3210.0,298.2188,sale condition was reviewed and valuation stauts are approved.,0,,RL>Edwards,533.17,232575.0,2024-01
887,1133.0,4264.0,1942,6,390.0,1388.0,RL,Edwards,166417.0,105.2591,2911.0,270.4407,sale condition was reviewed and valuation status is approved.,0,,RL>Edwards,396.14,149775.0,2024-01
888,1146.0,5935.0,1973,8,679.0,1474.0,RM,NridgHt,220729.0,106.4669,3299.0,306.4871,sale condition was reviewed and valuation status is approved.,1,verified,RM>NridgHt,5935.0,198656.0,2024-01
889,1509.0,11091.0,1980,3,593.0,970.0,RH,OldTown,225423.0,140.1907,3072.0,285.3981,sale condition was reviewed and valuation status is approved.,0,,RH>OldTown,11091.0,202881.0,2024-01
890,1283.0,12246.0,1908,7,,1197.0,RM,Somerst,197853.0,119.1946,3073.0,285.491,lot area verification is complete because documents are available.,0,,RM>Somerst,12246.0,178068.0,2024-01
891,1862.0,6767.0,1934,7,438.0,979.0,RH,OldTown,269996.0,172.9855,3279.0,304.6291,zoning verification is complete and neighborhood information is confirmed.,0,,RH>OldTown,6767.0,242996.0,2024-01
892,1287.0,5934.0,2004,7,443.0,917.0,RH,Somerst,229078.0,119.5662,2647.0,245.9143,lot area verification is complete because documents are available.,0,,RH>Somerst,5934.0,206170.0,2024-01
893,1581.0,12074.0,2009,5,661.0,889.0,FV,NAmes,248049.0,146.8797,3131.0,290.8794,sale condition was reviewed and valuation status is approved.,0,,FV>NAmes,12074.0,223244.0,2024-01
894,2183.0,9254.0,1937,4,725.0,992.0,RH,NridgHt,298119.0,202.8073,3900.0,362.3219,property inspection is complete and garage area is measured.,0,,RH>NridgHt,9254.0,268307.0,2024-01
895,2010.0,4858.0,1922,4,409.0,981.0,RM,Somerst,245616.0,186.7351,3400.0,315.8703,zoning verification is complete and neighborhood information is confirmed.,0,,RM>Somerst,4858.0,221054.0,2024-01
896,1042.0,18759.0,1905,6,,559.0,RL,NAmes,207128.0,96.805,1983.0,184.2267,lot area verification is complete because documents are available.,0,,RL>NAmes,18759.0,186415.0,2024-01
897,1383.0,11394.0,1913,6,,714.0,RH,Edwards,232057.0,128.4849,2310.0,214.606,lot area verification is complete because documents are available.,0,,RH>Edwards,11394.0,208851.0,2024-01
