sale_record_id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,split,extract_batch_id
4393,2014-07-08,720000.0,4.0,2.25,2410.0,8400.0,2.0,0.0,0.0,5.0,8.0,2410.0,0.0,1965.0,0.0,98008,47.626000000000005,-122.119,1910.0,8056.0,train,kc_capstone_batch_2026_03
4394,2014-07-08,760005.0,4.0,2.75,3090.0,5859.0,2.0,0.0,0.0,3.0,9.0,3090.0,0.0,2010.0,0.0,98074,47.6057,-122.04700000000001,2960.0,5250.0,train,kc_capstone_batch_2026_03
4395,2014-07-08,480000.0,2.0,1.0,1060.0,3040.0,1.0,0.0,0.0,3.0,7.0,860.0,200.0,1924.0,0.0,98103,47.6725,-122.329,1470.0,3814.0,train,kc_capstone_batch_2026_03
4396,2014-07-08,210000.0,3.0,2.0,960.0,9380.0,1.0,0.0,0.0,3.0,6.0,960.0,0.0,1949.0,0.0,98146,47.4852,-122.34299999999999,1460.0,9240.0,train,kc_capstone_batch_2026_03
4397,2014-07-08,1087500.0,2.0,2.0,2360.0,11340.0,1.5,0.0,0.0,3.0,9.0,2360.0,0.0,1997.0,0.0,98040,47.5835,-122.227,3030.0,11340.0,train,kc_capstone_batch_2026_03
4398,2014-07-08,674600.0,4.0,2.5,2610.0,5140.0,2.0,0.0,0.0,3.0,8.0,2610.0,0.0,2006.0,0.0,98103,47.6951,-122.346,1190.0,5101.0,train,kc_capstone_batch_2026_03
4399,2014-07-08,1570000.0,4.0,2.25,2890.0,18226.0,3.0,1.0,4.0,3.0,10.0,2890.0,0.0,1984.0,0.0,98056,47.5169,-122.209,2870.0,11151.0,train,kc_capstone_batch_2026_03
4400,2014-07-08,439000.0,4.0,2.25,2570.0,9503.0,2.0,0.0,0.0,3.0,8.0,2570.0,0.0,1980.0,0.0,98011,47.763999999999996,-122.167,1950.0,9600.0,train,kc_capstone_batch_2026_03
4401,2014-07-08,613000.0,2.0,2.0,1170.0,1890.0,1.5,0.0,1.0,4.0,8.0,1170.0,0.0,1927.0,0.0,98119,47.6402,-122.37100000000001,2160.0,4000.0,train,kc_capstone_batch_2026_03
4402,2014-07-08,165000.0,1.0,1.0,850.0,8050.0,1.0,0.0,0.0,2.0,6.0,850.0,0.0,1906.0,0.0,98118,47.5427,-122.288,1590.0,5180.0,train,kc_capstone_batch_2026_03
4403,2014-07-08,412000.0,3.0,1.75,1880.0,5752.0,1.0,0.0,0.0,4.0,7.0,940.0,940.0,1945.0,0.0,98126,47.5354,-122.37799999999999,1110.0,5201.0,train,kc_capstone_batch_2026_03
4404,2014-07-08,513000.0,3.0,2.5,1810.0,4592.0,2.0,0.0,0.0,3.0,8.0,1810.0,0.0,1992.0,0.0,98029,47.5764,-121.99600000000001,1810.0,4758.0,train,kc_capstone_batch_2026_03
4405,2014-07-08,435000.0,4.0,2.75,2230.0,9640.0,1.0,0.0,0.0,3.0,8.0,1320.0,910.0,1998.0,0.0,98125,47.7269,-122.325,2100.0,9600.0,train,kc_capstone_batch_2026_03
4406,2014-07-08,2458000.0,4.0,5.25,6500.0,14986.0,2.0,0.0,0.0,3.0,11.0,5180.0,1320.0,2001.0,0.0,98039,47.6304,-122.236,2270.0,8119.0,train,kc_capstone_batch_2026_03
4407,2014-07-08,1115000.0,4.0,2.5,3180.0,31931.0,1.0,0.0,0.0,4.0,10.0,2390.0,790.0,1978.0,0.0,98007,47.6388,-122.149,3180.0,35007.0,train,kc_capstone_batch_2026_03
4408,2014-07-08,695500.0,5.0,2.75,2510.0,9180.0,1.0,0.0,1.0,4.0,8.0,1600.0,910.0,1975.0,0.0,98052,47.6389,-122.098,2650.0,9780.0,train,kc_capstone_batch_2026_03
4409,2014-07-08,479000.0,3.0,1.0,1340.0,13750.0,1.0,0.0,0.0,4.0,7.0,1340.0,0.0,1955.0,0.0,98006,47.5771,-122.15100000000001,1430.0,11400.0,train,kc_capstone_batch_2026_03
4410,2014-07-08,410000.0,4.0,2.5,2560.0,4020.0,2.0,0.0,0.0,3.0,9.0,2560.0,0.0,2006.0,0.0,98038,47.3533,-122.027,3010.0,4916.0,train,kc_capstone_batch_2026_03
4411,2014-07-08,650000.0,4.0,3.0,3720.0,57499.0,1.0,0.0,0.0,3.0,9.0,1880.0,1840.0,2003.0,0.0,98014,47.6469,-121.897,2560.0,26372.0,train,kc_capstone_batch_2026_03
4412,2014-07-08,449990.0,4.0,2.5,2680.0,5539.0,2.0,0.0,0.0,3.0,8.0,2680.0,0.0,2013.0,0.0,98045,47.4759,-121.734,2680.0,5992.0,train,kc_capstone_batch_2026_03
4413,2014-07-08,427550.0,2.0,1.0,880.0,4000.0,1.0,0.0,0.0,3.0,7.0,880.0,0.0,1940.0,0.0,98117,47.6848,-122.38600000000001,1150.0,4000.0,train,kc_capstone_batch_2026_03
4414,2014-07-08,325000.0,2.0,1.0,800.0,7260.0,1.0,0.0,0.0,3.0,7.0,800.0,0.0,1953.0,0.0,,47.5359,-122.367,1010.0,7440.0,train,kc_capstone_batch_2026_03
4415,2014-07-08,315000.0,2.0,1.0,1080.0,2674.0,1.0,0.0,0.0,4.0,6.0,720.0,360.0,1919.0,0.0,98108,47.5595,-122.31700000000001,1250.0,5000.0,train,kc_capstone_batch_2026_03
4416,2014-07-08,711600.0,4.0,,3580.0,9316.0,2.5,0.0,0.0,3.0,10.0,2370.0,1210.0,1991.0,0.0,98007,47.595,-122.133,2580.0,9242.0,train,kc_capstone_batch_2026_03
4417,2014-07-08,789900.0,3.0,2.5,3420.0,25150.0,1.0,0.0,0.0,4.0,10.0,1750.0,1670.0,1987.0,0.0,98006,47.5706,-122.152,2900.0,19604.0,train,kc_capstone_batch_2026_03
4418,2014-07-08,249000.0,2.0,,1090.0,2686.0,2.0,0.0,0.0,3.0,7.0,1090.0,0.0,1982.0,0.0,98034,47.717,-122.19,1160.0,2158.0,train,kc_capstone_batch_2026_03
4419,2014-07-08,357562.0,2.0,1.75,1210.0,1032.0,2.0,0.0,0.0,3.0,8.0,1210.0,0.0,2014.0,0.0,98029,47.5522,-121.999,1210.0,1090.0,train,kc_capstone_batch_2026_03
4420,2014-07-08,326500.0,3.0,1.0,1060.0,7920.0,1.0,0.0,0.0,4.0,7.0,1060.0,0.0,1968.0,0.0,98106,47.5649,-122.35799999999999,1060.0,7457.0,train,kc_capstone_batch_2026_03
4421,2014-07-08,380000.0,4.0,,1984.0,32400.0,1.0,0.0,0.0,3.0,8.0,1564.0,420.0,1962.0,0.0,98198,47.36,-122.318,1390.0,9152.0,train,kc_capstone_batch_2026_03
4422,2014-07-08,245000.0,4.0,,2600.0,6390.0,1.0,0.0,0.0,3.0,8.0,1390.0,1210.0,1978.0,0.0,98023,47.3174,-122.366,2110.0,6700.0,train,kc_capstone_batch_2026_03
4423,2014-07-08,378500.0,3.0,2.5,2860.0,43821.0,2.0,0.0,0.0,4.0,9.0,2860.0,0.0,1990.0,0.0,98092,47.3163,-122.14200000000001,2370.0,65340.0,train,kc_capstone_batch_2026_03
4424,2014-07-08,300000.0,3.0,1.0,1150.0,7314.0,1.0,0.0,0.0,3.0,7.0,1150.0,0.0,1960.0,0.0,98008,47.6246,-122.113,1350.0,7350.0,train,kc_capstone_batch_2026_03
4425,2014-07-08,455000.0,4.0,3.5,3440.0,6000.0,2.0,0.0,0.0,4.0,8.0,3440.0,0.0,2002.0,0.0,98198,47.4077,-122.331,1660.0,7800.0,train,kc_capstone_batch_2026_03
4426,2014-07-08,810000.0,2.0,2.75,2700.0,8572.0,1.0,0.0,0.0,3.0,9.0,2700.0,0.0,2007.0,0.0,98053,47.7236,-122.03299999999999,2680.0,8569.0,train,kc_capstone_batch_2026_03
4427,2014-07-08,460000.0,4.0,2.5,2620.0,8331.0,2.0,0.0,0.0,3.0,9.0,2620.0,0.0,1991.0,0.0,98058,47.4357,-122.15899999999999,2760.0,8174.0,train,kc_capstone_batch_2026_03
4428,2014-07-08,890000.0,4.0,2.75,2310.0,4020.0,3.0,0.0,0.0,5.0,8.0,2310.0,0.0,1979.0,0.0,98122,47.6154,-122.291,2270.0,3750.0,train,kc_capstone_batch_2026_03
4429,2014-07-08,970000.0,5.0,2.75,3500.0,5040.0,2.0,0.0,2.0,3.0,9.0,2950.0,550.0,1927.0,2007.0,98126,47.5527,-122.37899999999999,1450.0,5040.0,train,kc_capstone_batch_2026_03
4430,2014-07-08,255000.0,3.0,1.75,1550.0,9720.0,1.0,0.0,0.0,3.0,7.0,1050.0,500.0,1976.0,0.0,98010,47.3433,-122.037,1550.0,9750.0,train,kc_capstone_batch_2026_03
4431,2014-07-08,371500.0,3.0,1.0,1650.0,6400.0,1.0,0.0,0.0,4.0,7.0,980.0,670.0,1954.0,0.0,98106,47.52,-122.365,1230.0,6400.0,train,kc_capstone_batch_2026_03
4432,2014-07-08,330000.0,3.0,2.25,2220.0,4060.0,1.0,0.0,0.0,3.0,7.0,1330.0,890.0,1993.0,0.0,98118,47.5188,-122.265,1930.0,5625.0,train,kc_capstone_batch_2026_03
4433,2014-07-08,190000.0,3.0,1.0,910.0,10575.0,1.0,0.0,0.0,4.0,7.0,910.0,0.0,1968.0,0.0,98003,47.2741,-122.301,,10425.0,train,kc_capstone_batch_2026_03
4434,2014-07-08,205000.0,3.0,1.0,1180.0,8240.0,1.0,0.0,0.0,4.0,7.0,1180.0,0.0,1967.0,0.0,98003,47.3325,-122.321,1180.0,7840.0,train,kc_capstone_batch_2026_03
4435,2014-07-08,645000.0,4.0,2.5,2850.0,37522.0,2.0,0.0,0.0,3.0,9.0,2850.0,0.0,2035.0,0.0,98075,47.5852,-121.992,2980.0,35280.0,train,kc_capstone_batch_2026_03
4436,2014-07-08,900000.0,3.0,2.5,3180.0,12600.0,2.0,0.0,0.0,4.0,11.0,3180.0,0.0,1978.0,0.0,98074,47.6366,-122.05799999999999,3030.0,12835.0,train,kc_capstone_batch_2026_03
4437,2014-07-08,485000.0,4.0,2.25,1900.0,7200.0,1.0,0.0,0.0,3.0,8.0,1370.0,530.0,1977.0,0.0,98146,47.5033,-122.37200000000001,2030.0,8008.0,train,kc_capstone_batch_2026_03
4438,2014-07-08,390000.0,3.0,1.75,1180.0,16552.0,1.0,0.0,0.0,4.0,7.0,1180.0,0.0,1967.0,0.0,98072,47.7426,-122.116,2780.0,45302.0,train,kc_capstone_batch_2026_03
4439,2014-07-08,210000.0,3.0,1.0,1070.0,8179.0,1.0,0.0,0.0,3.0,6.0,1070.0,0.0,1949.0,0.0,98146,47.5015,-122.34899999999999,1050.0,8177.0,train,kc_capstone_batch_2026_03
4440,2014-07-08,340000.0,3.0,2.25,2120.0,13090.0,1.0,0.0,0.0,3.0,8.0,2120.0,0.0,1997.0,0.0,98002,47.29600000000001,-122.219,1400.0,12039.0,train,kc_capstone_batch_2026_03
4441,2014-07-08,375000.0,3.0,1.75,1660.0,9673.0,1.0,0.0,0.0,3.0,7.0,1130.0,530.0,1976.0,0.0,98072,47.7628,-122.162,1260.0,9681.0,train,kc_capstone_batch_2026_03
4442,2014-07-08,235500.0,5.0,2.5,2340.0,13713.0,1.0,0.0,0.0,2.0,8.0,1670.0,670.0,1967.0,0.0,98003,47.3307,-122.324,2080.0,11000.0,train,kc_capstone_batch_2026_03
4443,2014-07-08,405000.0,3.0,1.5,1010.0,7683.0,1.5,0.0,0.0,5.0,7.0,1010.0,0.0,1953.0,0.0,98125,47.72,-122.318,1550.0,7271.0,train,kc_capstone_batch_2026_03
4444,2014-07-08,415000.0,4.0,1.75,1920.0,7700.0,2.0,0.0,0.0,4.0,7.0,1920.0,0.0,1970.0,0.0,98056,47.5381,-122.177,1310.0,7700.0,train,kc_capstone_batch_2026_03
4445,2014-07-08,201500.0,3.0,1.0,1320.0,5000.0,1.5,0.0,0.0,3.0,7.0,1320.0,0.0,1912.0,0.0,98116,47.5711,-122.38600000000001,1320.0,4179.0,train,kc_capstone_batch_2026_03
4446,2014-07-08,368000.0,4.0,1.75,2100.0,11942.0,1.0,0.0,0.0,3.0,7.0,1030.0,1070.0,1964.0,0.0,98106,47.55,-122.35600000000001,1170.0,6986.0,train,kc_capstone_batch_2026_03
4447,2014-07-08,336000.0,4.0,2.5,2530.0,8169.0,2.0,0.0,0.0,3.0,8.0,2530.0,0.0,1993.0,0.0,98003,47.2634,-122.31200000000001,2220.0,8013.0,train,kc_capstone_batch_2026_03
4448,2014-07-08,440000.0,3.0,2.0,1860.0,217800.0,2.0,0.0,2.0,3.0,8.0,1860.0,0.0,1998.0,0.0,98059,47.5157,-122.10700000000001,2500.0,217800.0,train,kc_capstone_batch_2026_03
4449,2014-07-09,395000.0,4.0,2.75,1970.0,37026.0,1.0,0.0,0.0,4.0,8.0,1970.0,0.0,1961.0,0.0,98070,47.4375,-122.446,1970.0,51836.0,train,kc_capstone_batch_2026_03
4450,2014-07-09,237950.0,2.0,1.75,1460.0,7926.0,1.0,0.0,0.0,4.0,7.0,1460.0,0.0,1987.0,0.0,98042,47.3665,-122.09200000000001,1680.0,8206.0,train,kc_capstone_batch_2026_03
4451,2014-07-09,583000.0,3.0,2.5,2600.0,5100.0,2.0,0.0,1.0,3.0,8.0,2600.0,0.0,1998.0,0.0,98056,47.5175,-122.205,2270.0,5400.0,train,kc_capstone_batch_2026_03
4452,2014-07-09,321500.0,1.0,1.0,730.0,1942.0,1.0,0.0,0.0,3.0,7.0,730.0,0.0,2008.0,0.0,98144,47.5939,-122.29899999999999,1020.0,2183.0,train,kc_capstone_batch_2026_03
4453,2014-07-09,400000.0,3.0,2.0,1760.0,6875.0,1.0,0.0,0.0,4.0,8.0,1760.0,0.0,1967.0,0.0,98072,47.74,-122.09299999999999,1670.0,13650.0,train,kc_capstone_batch_2026_03
4454,2014-07-09,498800.0,2.0,1.75,1350.0,4614.0,1.0,0.0,0.0,3.0,8.0,1350.0,0.0,2008.0,0.0,98053,47.7091,-122.015,,4775.0,train,kc_capstone_batch_2026_03
4455,2014-07-09,625000.0,4.0,1.0,1600.0,5500.0,1.5,0.0,0.0,4.0,7.0,1600.0,0.0,1946.0,0.0,98117,47.6983,-122.39299999999999,1900.0,5500.0,train,kc_capstone_batch_2026_03
4456,2014-07-09,395000.0,2.0,1.0,930.0,6380.0,1.0,0.0,0.0,4.0,7.0,930.0,0.0,1940.0,0.0,98115,47.6915,-122.321,1180.0,6380.0,train,kc_capstone_batch_2026_03
4457,2014-07-09,1681000.0,5.0,5.25,4830.0,18707.0,2.0,0.0,1.0,5.0,9.0,3930.0,900.0,1952.0,1998.0,98040,47.5858,-122.24700000000001,2880.0,10520.0,train,kc_capstone_batch_2026_03
4458,2014-07-09,215000.0,3.0,1.75,1770.0,29004.0,1.0,0.0,0.0,3.0,8.0,1770.0,0.0,1959.0,0.0,98023,47.3204,-122.36399999999999,2300.0,24534.0,train,kc_capstone_batch_2026_03
4459,2014-07-09,760000.0,4.0,2.25,3300.0,8365.0,3.0,0.0,0.0,3.0,9.0,3300.0,0.0,2014.0,0.0,98126,47.5363,-122.37700000000001,1290.0,8369.0,train,kc_capstone_batch_2026_03
4460,2014-07-09,226550.0,3.0,,990.0,4440.0,1.0,0.0,0.0,3.0,6.0,990.0,0.0,1943.0,0.0,98106,47.522,-122.354,990.0,6771.0,train,kc_capstone_batch_2026_03
4461,2014-07-09,734950.0,4.0,3.25,4280.0,47179.0,2.0,0.0,0.0,3.0,10.0,3050.0,1230.0,2002.0,0.0,98092,47.3017,-122.12700000000001,2820.0,43401.0,train,kc_capstone_batch_2026_03
4462,2014-07-09,900000.0,4.0,,2230.0,4372.0,2.0,0.0,0.0,5.0,8.0,1540.0,690.0,1935.0,0.0,98103,47.6698,-122.334,2020.0,4372.0,train,kc_capstone_batch_2026_03
4463,2014-07-09,630000.0,3.0,1.75,1710.0,8767.0,1.0,0.0,0.0,4.0,8.0,1710.0,0.0,1986.0,0.0,98033,47.6945,-122.18799999999999,2050.0,9200.0,train,kc_capstone_batch_2026_03
4464,2014-07-09,1065000.0,4.0,3.75,4260.0,9800.0,2.0,0.0,0.0,3.0,10.0,4260.0,0.0,2008.0,0.0,98033,47.6739,-122.17200000000001,1950.0,8970.0,train,kc_capstone_batch_2026_03
4465,2014-07-09,2321000.0,5.0,4.75,5780.0,17004.0,2.0,0.0,0.0,3.0,11.0,4260.0,1520.0,2006.0,0.0,98040,47.5802,-122.212,3460.0,10855.0,train,kc_capstone_batch_2026_03
4466,2014-07-09,399950.0,5.0,,1970.0,5400.0,1.0,0.0,0.0,3.0,7.0,1320.0,650.0,1986.0,0.0,98144,47.5868,-122.30799999999999,1280.0,2150.0,train,kc_capstone_batch_2026_03
4467,2014-07-09,565000.0,3.0,2.5,2500.0,7394.0,2.0,0.0,0.0,3.0,9.0,2500.0,0.0,1990.0,0.0,98072,47.7441,-122.17299999999999,2790.0,7642.0,train,kc_capstone_batch_2026_03
4468,2014-07-09,1240000.0,5.0,,5430.0,10327.0,2.0,0.0,2.0,3.0,10.0,4010.0,1420.0,2007.0,0.0,98006,47.5476,-122.116,4340.0,10324.0,train,kc_capstone_batch_2026_03
4469,2014-07-09,379000.0,3.0,2.5,1530.0,2913.0,2.0,0.0,0.0,4.0,7.0,1530.0,0.0,1986.0,0.0,98033,47.6939,-122.184,1370.0,3783.0,train,kc_capstone_batch_2026_03
4470,2014-07-09,435000.0,4.0,2.5,2550.0,5200.0,2.0,0.0,0.0,3.0,7.0,2550.0,0.0,2009.0,0.0,98059,47.4919,-122.15299999999999,2550.0,4660.0,train,kc_capstone_batch_2026_03
4471,2014-07-09,1037000.0,4.0,3.5,4440.0,10660.0,2.0,0.0,0.0,3.0,11.0,4440.0,0.0,2003.0,0.0,98059,47.5294,-122.137,4390.0,9976.0,train,kc_capstone_batch_2026_03
4472,2014-07-09,420000.0,3.0,1.75,1510.0,6360.0,1.0,0.0,0.0,4.0,7.0,1510.0,0.0,1954.0,0.0,98133,47.7321,-122.353,1480.0,7260.0,train,kc_capstone_batch_2026_03
4473,2014-07-09,660000.0,3.0,1.0,1240.0,3500.0,1.0,0.0,0.0,4.0,7.0,1240.0,0.0,1927.0,0.0,98103,47.6835,-122.34700000000001,,3360.0,train,kc_capstone_batch_2026_03
4474,2014-07-09,749950.0,4.0,2.75,2910.0,18700.0,1.0,0.0,0.0,3.0,9.0,2210.0,700.0,1957.0,1995.0,,47.7557,-122.368,2420.0,26140.0,train,kc_capstone_batch_2026_03
4475,2014-07-09,660000.0,4.0,2.5,2510.0,4543.0,2.0,0.0,0.0,3.0,8.0,2510.0,0.0,2002.0,0.0,98075,47.5962,-122.039,2550.0,4675.0,train,kc_capstone_batch_2026_03
4476,2014-07-09,624800.0,3.0,,0.0,14274.0,1.0,0.0,0.0,4.0,8.0,1500.0,750.0,1964.0,0.0,98040,47.5762,-122.21700000000001,2820.0,13813.0,train,kc_capstone_batch_2026_03
4477,2014-07-09,229000.0,4.0,2.25,2010.0,7688.0,1.0,0.0,0.0,3.0,8.0,1170.0,840.0,1979.0,0.0,98023,47.3086,-122.396,1990.0,7688.0,train,kc_capstone_batch_2026_03
4478,2014-07-09,679000.0,4.0,2.75,2100.0,4480.0,1.5,0.0,0.0,4.0,7.0,1780.0,320.0,1928.0,0.0,98105,47.6691,-122.294,2050.0,4480.0,train,kc_capstone_batch_2026_03
4479,2014-07-09,480000.0,5.0,2.75,2550.0,7725.0,1.0,0.0,0.0,5.0,8.0,1390.0,1160.0,1967.0,0.0,98056,47.5388,-122.171,2450.0,7725.0,train,kc_capstone_batch_2026_03
4480,2014-07-09,590000.0,3.0,,2650.0,9380.0,1.0,0.0,0.0,5.0,8.0,1680.0,970.0,1975.0,0.0,98155,47.7756,-122.273,2310.0,9600.0,train,kc_capstone_batch_2026_03
4481,2014-07-09,530000.0,3.0,2.5,1790.0,3078.0,2.0,0.0,0.0,3.0,8.0,1790.0,0.0,2010.0,0.0,98027,47.5638,-122.094,1890.0,3078.0,train,kc_capstone_batch_2026_03
4482,2014-07-09,750000.0,4.0,2.5,3020.0,7465.0,2.0,0.0,0.0,3.0,9.0,3020.0,0.0,2004.0,0.0,98075,47.5982,-121.98,3100.0,5587.0,train,kc_capstone_batch_2026_03
4483,2014-07-09,252000.0,4.0,1.75,1120.0,8250.0,1.0,0.0,0.0,4.0,7.0,1120.0,0.0,1966.0,0.0,98058,47.4555,-122.177,1330.0,7975.0,train,kc_capstone_batch_2026_03
4484,2014-07-09,700000.0,3.0,1.0,1410.0,7200.0,2.0,0.0,0.0,4.0,6.0,1410.0,0.0,1901.0,0.0,98144,47.5924,-122.302,1640.0,7200.0,train,kc_capstone_batch_2026_03
4485,2014-07-09,1465000.0,6.0,,4230.0,6420.0,2.0,0.0,3.0,4.0,8.0,2360.0,1870.0,1916.0,0.0,98119,47.6301,-122.369,3450.0,4085.0,train,kc_capstone_batch_2026_03
4486,2014-07-09,295000.0,2.0,1.0,800.0,6500.0,1.0,0.0,0.0,4.0,6.0,800.0,0.0,1953.0,0.0,98133,47.7621,-122.35799999999999,1220.0,7000.0,train,kc_capstone_batch_2026_03
4487,2014-07-09,550000.0,4.0,1.0,1440.0,3600.0,1.5,0.0,0.0,4.0,7.0,1440.0,0.0,1924.0,0.0,98116,47.5694,-122.385,1010.0,5175.0,train,kc_capstone_batch_2026_03
4488,2014-07-09,487000.0,4.0,2.5,2540.0,5001.0,2.0,0.0,0.0,3.0,9.0,2540.0,0.0,2005.0,0.0,98108,47.5423,-122.302,2360.0,6834.0,train,kc_capstone_batch_2026_03
4489,2014-07-09,570000.0,6.0,3.75,4000.0,6015.0,2.0,0.0,2.0,3.0,10.0,3080.0,920.0,2004.0,0.0,98058,47.453,-122.118,3180.0,5700.0,train,kc_capstone_batch_2026_03
4490,2014-07-09,359000.0,3.0,1.5,1550.0,4980.0,1.0,0.0,0.0,3.0,7.0,1080.0,470.0,1978.0,0.0,98133,47.7035,-122.34,940.0,4980.0,train,kc_capstone_batch_2026_03
4491,2014-07-09,560000.0,2.0,1.0,1010.0,9219.0,1.0,0.0,0.0,4.0,7.0,1010.0,0.0,1960.0,0.0,98033,47.6886,-122.20200000000001,1610.0,9219.0,train,kc_capstone_batch_2026_03
4492,2014-07-09,410000.0,3.0,,1660.0,6250.0,1.0,0.0,0.0,3.0,7.0,830.0,830.0,1980.0,0.0,98116,47.5859,-122.385,1660.0,5750.0,train,kc_capstone_batch_2026_03
4493,2014-07-09,595000.0,4.0,3.25,3730.0,4560.0,2.0,0.0,0.0,3.0,9.0,2760.0,970.0,2015.0,0.0,98103,47.6725,-122.33,1800.0,4560.0,train,kc_capstone_batch_2026_03
4494,2014-07-09,137124.0,3.0,1.0,960.0,27442.0,1.0,0.0,0.0,4.0,6.0,960.0,0.0,1970.0,0.0,,47.4676,-122.134,1100.0,29019.0,train,kc_capstone_batch_2026_03
4495,2014-07-09,550000.0,4.0,1.75,2150.0,9000.0,1.0,0.0,0.0,4.0,7.0,1110.0,1040.0,1966.0,0.0,98052,47.6812,-122.113,2040.0,9000.0,train,kc_capstone_batch_2026_03
4496,2014-07-09,425000.0,2.0,1.0,1320.0,8830.0,1.0,0.0,0.0,3.0,7.0,1020.0,300.0,1939.0,0.0,98199,47.6433,-122.404,1620.0,8531.0,train,kc_capstone_batch_2026_03
4497,2014-07-09,299880.0,3.0,2.5,1460.0,3044.0,2.0,0.0,0.0,3.0,7.0,1460.0,0.0,2000.0,0.0,98108,47.544,-122.296,1490.0,3044.0,train,kc_capstone_batch_2026_03
4498,2014-07-09,692500.0,4.0,2.75,3710.0,7984.0,2.0,0.0,0.0,3.0,9.0,3710.0,0.0,1999.0,0.0,98065,47.5352,-121.868,2950.0,7984.0,train,kc_capstone_batch_2026_03
4499,2014-07-09,1355000.0,4.0,3.5,3550.0,11000.0,1.0,0.0,2.0,3.0,11.0,2260.0,1290.0,1999.0,0.0,98006,47.5506,-122.134,4100.0,10012.0,train,kc_capstone_batch_2026_03
4500,2014-07-09,300000.0,4.0,1.75,1820.0,5015.0,1.0,0.0,0.0,4.0,6.0,1190.0,630.0,1926.0,0.0,98108,47.5569,-122.31,1530.0,9130.0,train,kc_capstone_batch_2026_03
4501,2014-07-09,749000.0,4.0,2.75,2700.0,6000.0,2.0,0.0,0.0,4.0,8.0,2100.0,600.0,1910.0,0.0,98116,47.586000000000006,-122.383,,5400.0,train,kc_capstone_batch_2026_03
4502,2014-07-09,560000.0,3.0,2.5,1960.0,6058.0,2.0,0.0,0.0,3.0,8.0,1960.0,0.0,2002.0,0.0,98053,47.6319,-122.007,2480.0,6656.0,train,kc_capstone_batch_2026_03
4503,2014-07-09,659950.0,4.0,2.75,3510.0,9400.0,2.0,0.0,0.0,3.0,9.0,3510.0,0.0,2014.0,0.0,98059,47.4827,-122.131,,9429.0,train,kc_capstone_batch_2026_03
4504,2014-07-09,275000.0,4.0,2.0,2030.0,8426.0,2.0,0.0,0.0,3.0,7.0,2030.0,0.0,1944.0,0.0,98168,47.4806,-122.287,1190.0,7007.0,train,kc_capstone_batch_2026_03
4505,2014-07-09,599950.0,3.0,3.25,1830.0,1804.0,3.0,0.0,0.0,3.0,8.0,1830.0,0.0,2014.0,0.0,98117,47.6945,-122.37700000000001,1830.0,1804.0,train,kc_capstone_batch_2026_03
4506,2014-07-09,232500.0,3.0,1.5,1940.0,9887.0,1.0,0.0,0.0,4.0,7.0,1140.0,800.0,1969.0,0.0,98003,47.3289,-122.32700000000001,1410.0,9936.0,train,kc_capstone_batch_2026_03
4507,2014-07-09,749000.0,3.0,2.75,2820.0,5348.0,2.0,0.0,0.0,3.0,9.0,2820.0,0.0,2008.0,0.0,98052,47.7073,-122.118,3140.0,5640.0,train,kc_capstone_batch_2026_03
4508,2014-07-09,290000.0,3.0,1.5,1950.0,15954.0,1.0,0.0,0.0,4.0,8.0,1950.0,0.0,1959.0,0.0,98003,47.336000000000006,-122.319,1940.0,12667.0,train,kc_capstone_batch_2026_03
4509,2014-07-09,840000.0,3.0,2.0,2783.0,11177.0,2.0,0.0,0.0,3.0,8.0,2783.0,0.0,1910.0,1999.0,98126,47.538000000000004,-122.38,1730.0,8018.0,train,kc_capstone_batch_2026_03
4510,2014-07-09,250000.0,3.0,1.0,990.0,8062.0,1.0,0.0,0.0,4.0,7.0,990.0,0.0,1960.0,0.0,98198,47.4151,-122.334,1420.0,8790.0,train,kc_capstone_batch_2026_03
4511,2014-07-09,374950.0,3.0,2.25,1390.0,1484.0,3.0,0.0,0.0,3.0,8.0,1390.0,0.0,2007.0,0.0,98103,47.6912,-122.34299999999999,1250.0,1087.0,train,kc_capstone_batch_2026_03
4512,2014-07-09,486000.0,0.0,,3560.0,12047.0,2.0,0.0,0.0,3.0,10.0,3560.0,0.0,1988.0,0.0,98023,47.3019,-122.34100000000001,3420.0,11250.0,train,kc_capstone_batch_2026_03
4513,2014-07-09,450000.0,5.0,2.5,2850.0,209523.0,1.0,0.0,0.0,4.0,7.0,1930.0,920.0,1925.0,1968.0,98058,47.3939,-122.089,2220.0,209523.0,train,kc_capstone_batch_2026_03
4514,2014-07-09,187000.0,2.0,1.0,840.0,11600.0,1.0,0.0,0.0,3.0,6.0,840.0,0.0,1952.0,0.0,98168,47.492,-122.302,1610.0,9120.0,train,kc_capstone_batch_2026_03
4515,2014-07-09,550000.0,3.0,2.0,1970.0,4166.0,2.0,0.0,3.0,5.0,8.0,1270.0,700.0,1929.0,0.0,98126,47.5717,-122.375,2390.0,4166.0,train,kc_capstone_batch_2026_03
4516,2014-07-09,463000.0,4.0,2.5,1980.0,6660.0,2.0,0.0,0.0,4.0,7.0,1980.0,0.0,1974.0,0.0,98034,47.7158,-122.167,1980.0,7150.0,train,kc_capstone_batch_2026_03
